com.samsung.shealth.permission,6212007,1
client_id,allowed,update_time,create_time,item,requester,deviceuuid,pkg_name,operation,permitted_on,datauuid,optionals
com.sec.android.app.shealth,0,2019-12-11 21:51:19.681,2019-12-11 21:51:19.681,data,,im26HRLwRA,com.sec.android.app.shealth,sync,1,91a2762f-c9a7-ee4a-3a6f-f12fc75fa4c1,91a2762f-c9a7-ee4a-3a6f-f12fc75fa4c1.optionals.json,
