com.samsung.shealth.calories_burned.details,6212007,2
active_calories_goal,version,extra_data,com.samsung.shealth.calories_burned.tef_calorie,com.samsung.shealth.calories_burned.active_time,com.samsung.shealth.calories_burned.rest_calorie,com.samsung.shealth.calories_burned.update_time,com.samsung.shealth.calories_burned.create_time,com.samsung.shealth.calories_burned.active_calorie,com.samsung.shealth.calories_burned.deviceuuid,com.samsung.shealth.calories_burned.pkg_name,com.samsung.shealth.calories_burned.datauuid,com.samsung.shealth.calories_burned.day_time
,,f83887ce-7262-4e52-894a-f27a53a9f1aa.extra_data.json,0.0,2677007,1723.7325,2020-01-14 05:00:00.804,2020-01-13 05:00:01.314,171.73,im26HRLwRA,com.sec.android.app.shealth,f83887ce-7262-4e52-894a-f27a53a9f1aa,1578873600000,
,,3de214fe-d51f-4170-85ae-c8128bbb45dc.extra_data.json,0.0,1644065,1744.9994,2020-01-20 05:00:01.915,2020-01-19 05:00:01.504,104.36,im26HRLwRA,com.sec.android.app.shealth,3de214fe-d51f-4170-85ae-c8128bbb45dc,1579392000000,
,,b32f2eef-23cb-4290-8d5d-c46cd129511b.extra_data.json,0.0,3369931,1709.4663,2020-01-26 05:07:47.771,2020-01-25 05:00:00.402,215.58,im26HRLwRA,com.sec.android.app.shealth,b32f2eef-23cb-4290-8d5d-c46cd129511b,1579910400000,
,,e5e9af09-5e6a-4313-9b32-9305744ebe05.extra_data.json,0.0,1974080,1738.2048,2020-02-01 05:00:00.976,2020-01-31 05:00:00.643,125.54001,im26HRLwRA,com.sec.android.app.shealth,e5e9af09-5e6a-4313-9b32-9305744ebe05,1580428800000,
,,cf16a666-97c0-4652-9896-fb5f65b07ce1.extra_data.json,0.0,1378539,1750.4662,2020-02-07 05:00:02.310,2020-02-06 06:52:34.012,87.29,im26HRLwRA,com.sec.android.app.shealth,cf16a666-97c0-4652-9896-fb5f65b07ce1,1580947200000,
,,1555e238-d491-4b22-8f43-e38cf4b761fd.extra_data.json,0.0,2794400,1721.3157,2020-02-13 05:00:00.571,2020-02-12 05:00:00.512,175.88998,im26HRLwRA,com.sec.android.app.shealth,1555e238-d491-4b22-8f43-e38cf4b761fd,1581465600000,
,,fedc273f-0363-4b50-8c06-b92174ed38bf.extra_data.json,0.0,1520700,1747.5392,2020-02-19 05:00:00.733,2020-02-18 05:00:00.319,94.33,im26HRLwRA,com.sec.android.app.shealth,fedc273f-0363-4b50-8c06-b92174ed38bf,1581984000000,
,,7312c357-a694-4bfd-a3f8-a104f0a8c930.extra_data.json,0.0,3562724,1705.4971,2020-02-25 05:00:01.179,2020-02-24 05:00:01.743,222.93001,im26HRLwRA,com.sec.android.app.shealth,7312c357-a694-4bfd-a3f8-a104f0a8c930,1582502400000,
,,8526d02e-2a58-48ee-a123-e2c0d4596603.extra_data.json,0.0,548274,1767.56,2020-03-02 05:00:01.524,2020-03-01 05:00:01.013,35.13,im26HRLwRA,com.sec.android.app.shealth,8526d02e-2a58-48ee-a123-e2c0d4596603,1583020800000,
,,6483c4a4-66ff-41eb-8d19-f9f93905c1e6.extra_data.json,0.0,2727562,1722.6918,2020-03-08 05:00:01.013,2020-03-07 05:00:01.050,174.92003,im26HRLwRA,com.sec.android.app.shealth,6483c4a4-66ff-41eb-8d19-f9f93905c1e6,1583539200000,
,,e9dbe8c2-a66b-4dc8-bf4b-2b67dda6da92.extra_data.json,0.0,4031964,1695.8359,2020-03-14 04:00:00.534,2020-03-13 04:00:00.433,256.78998,im26HRLwRA,com.sec.android.app.shealth,e9dbe8c2-a66b-4dc8-bf4b-2b67dda6da92,1584057600000,
,,2e34bd51-035a-493e-b79d-2da23811f7c4.extra_data.json,0.0,3387421,1709.1062,2020-03-20 04:00:13.238,2020-03-19 04:00:01.414,242.707,im26HRLwRA,com.sec.android.app.shealth,2e34bd51-035a-493e-b79d-2da23811f7c4,1584576000000,
,,f94e8292-bd20-428f-8e13-e4124efe04ae.extra_data.json,0.0,2937976,1718.3596,2020-03-26 04:00:02.003,2020-03-25 04:00:00.602,263.45398,im26HRLwRA,com.sec.android.app.shealth,f94e8292-bd20-428f-8e13-e4124efe04ae,1585094400000,
,,9ebd5f2f-58da-41d3-b8ff-f502d7a4adcc.extra_data.json,0.0,1784698,1742.104,2020-04-01 04:00:00.713,2020-03-31 04:00:01.923,122.37333,im26HRLwRA,com.sec.android.app.shealth,9ebd5f2f-58da-41d3-b8ff-f502d7a4adcc,1585612800000,
,,4e6de4e8-9a07-4038-a0e2-470c6757e6d1.extra_data.json,0.0,851092,1761.3256,2020-04-07 04:29:51.921,2020-04-06 04:00:00.533,53.230007,im26HRLwRA,com.sec.android.app.shealth,4e6de4e8-9a07-4038-a0e2-470c6757e6d1,1586131200000,
,,d8a4c33d-43fc-43b0-9fb4-62c63d156bf5.extra_data.json,0.0,0,1610.3641,2019-12-11 21:51:20.927,2019-12-11 21:51:20.927,0.0,im26HRLwRA,com.sec.android.app.shealth,d8a4c33d-43fc-43b0-9fb4-62c63d156bf5,1573689600000,
,,fd2bb16c-3c82-4fa2-873b-2ac534bbc0f3.extra_data.json,0.0,0,1610.3641,2019-12-11 21:51:21.089,2019-12-11 21:51:21.089,0.0,im26HRLwRA,com.sec.android.app.shealth,fd2bb16c-3c82-4fa2-873b-2ac534bbc0f3,1574294400000,
,,da8e7ac7-abfd-43fe-ba4b-7f8c25b4173d.extra_data.json,0.0,1634226,1745.2019,2020-04-13 04:00:00.416,2020-04-12 04:00:01.749,122.13333,im26HRLwRA,com.sec.android.app.shealth,da8e7ac7-abfd-43fe-ba4b-7f8c25b4173d,1586649600000,
,,a41d1b9f-76aa-41ec-8333-ab251b46c140.extra_data.json,0.0,0,1610.3641,2019-12-11 21:51:21.214,2019-12-11 21:51:21.214,0.0,im26HRLwRA,com.sec.android.app.shealth,a41d1b9f-76aa-41ec-8333-ab251b46c140,1574812800000,
,,f4b515e5-a3ed-4681-bcef-5a272dfbd975.extra_data.json,0.0,1072135,1756.7745,2020-04-19 04:00:00.888,2020-04-18 04:00:01.829,68.51,im26HRLwRA,com.sec.android.app.shealth,f4b515e5-a3ed-4681-bcef-5a272dfbd975,1587168000000,
,,e8909c05-c679-465b-9bf4-3c9ca4d35ea1.extra_data.json,0.0,0,1610.3641,2019-12-11 21:51:21.335,2019-12-11 21:51:21.335,0.0,im26HRLwRA,com.sec.android.app.shealth,e8909c05-c679-465b-9bf4-3c9ca4d35ea1,1575331200000,
,,452151c6-088a-4470-a116-93833a7ff898.extra_data.json,0.0,557737,1767.3652,2020-04-25 04:00:00.622,2020-04-24 04:00:01.055,39.669994,im26HRLwRA,com.sec.android.app.shealth,452151c6-088a-4470-a116-93833a7ff898,1587686400000,
,,4af35e07-b52d-4b70-837b-bce58f1833a9.extra_data.json,0.0,0,1604.687,2020-01-01 12:05:56.930,2019-12-11 21:51:21.418,0.0,im26HRLwRA,com.sec.android.app.shealth,4af35e07-b52d-4b70-837b-bce58f1833a9,1575849600000,
,,315dab4e-622e-45f4-bd2b-0c8ad3b4195c.extra_data.json,0.0,0,1610.3641,2019-12-11 21:51:20.944,2019-12-11 21:51:20.944,0.0,im26HRLwRA,com.sec.android.app.shealth,315dab4e-622e-45f4-bd2b-0c8ad3b4195c,1573776000000,
,,fac351d7-baa0-4d1c-85ff-a93cdad087f4.extra_data.json,0.0,1885447,1740.0297,2020-05-01 04:00:01.085,2020-04-30 04:00:00.660,206.728,im26HRLwRA,com.sec.android.app.shealth,fac351d7-baa0-4d1c-85ff-a93cdad087f4,1588204800000,
,,6f4c5412-264b-4988-8b56-7ff74d7c75c8.extra_data.json,0.0,3709358,1702.4779,2020-05-07 04:57:01.343,2020-05-06 04:00:00.329,267.36966,im26HRLwRA,com.sec.android.app.shealth,6f4c5412-264b-4988-8b56-7ff74d7c75c8,1588723200000,
,,102ffee8-0595-404d-8929-2153610733ba.extra_data.json,0.0,0,1610.3641,2019-12-11 21:51:21.109,2019-12-11 21:51:21.109,0.0,im26HRLwRA,com.sec.android.app.shealth,102ffee8-0595-404d-8929-2153610733ba,1574380800000,
,,f047be2d-0726-46c7-8ecf-d0b0b3952d99.extra_data.json,0.0,1017842,1757.8923,2020-01-11 02:50:37.888,2019-12-15 05:00:01.048,54.33,im26HRLwRA,com.sec.android.app.shealth,f047be2d-0726-46c7-8ecf-d0b0b3952d99,1576368000000,
,,1f184c4a-4ea6-4c51-8e61-1caa15544aee.extra_data.json,0.0,720360,1764.0171,2020-05-13 04:00:01.495,2020-05-12 04:00:00.272,45.960007,im26HRLwRA,com.sec.android.app.shealth,1f184c4a-4ea6-4c51-8e61-1caa15544aee,1589241600000,
,,2be8143e-9a53-45f2-a0f9-8016a8c12736.extra_data.json,0.0,0,1610.3641,2019-12-11 21:51:21.249,2019-12-11 21:51:21.249,0.0,im26HRLwRA,com.sec.android.app.shealth,2be8143e-9a53-45f2-a0f9-8016a8c12736,1574899200000,
,,95404acf-714a-4076-ad02-65a8593534ad.extra_data.json,0.0,1898282,1739.7654,2020-01-11 02:50:38.066,2019-12-21 05:00:01.398,106.250015,im26HRLwRA,com.sec.android.app.shealth,95404acf-714a-4076-ad02-65a8593534ad,1576886400000,
,,72b21732-3c99-4ff2-ba8d-c8fcf90837fd.extra_data.json,0.0,0,1610.3641,2019-12-11 21:51:21.344,2019-12-11 21:51:21.344,0.0,im26HRLwRA,com.sec.android.app.shealth,72b21732-3c99-4ff2-ba8d-c8fcf90837fd,1575417600000,
,,291b87eb-bce4-4208-95c0-11e0c134e558.extra_data.json,0.0,0,1610.3641,2019-12-11 21:51:20.966,2019-12-11 21:51:20.966,0.0,im26HRLwRA,com.sec.android.app.shealth,291b87eb-bce4-4208-95c0-11e0c134e558,1573862400000,
,,1a56e61a-7524-4e20-9be8-0cfa6120d767.extra_data.json,0.0,1049191,1757.2468,2020-05-19 04:00:00.515,2020-05-18 04:00:00.991,68.28,im26HRLwRA,com.sec.android.app.shealth,1a56e61a-7524-4e20-9be8-0cfa6120d767,1589760000000,
,,657d0c3e-2d1d-449b-8984-58a5d8fa71cd.extra_data.json,0.0,3168040,1713.6229,2020-01-11 02:50:38.223,2019-12-27 05:00:00.320,175.81995,im26HRLwRA,com.sec.android.app.shealth,657d0c3e-2d1d-449b-8984-58a5d8fa71cd,1577404800000,
,,683ce82a-8ba6-4dc7-b004-a1ff8d9eff42.extra_data.json,0.0,0,1604.687,2020-01-01 12:05:56.958,2019-12-11 21:51:21.454,0.0,im26HRLwRA,com.sec.android.app.shealth,683ce82a-8ba6-4dc7-b004-a1ff8d9eff42,1575936000000,
,,87fc7053-1045-4f1a-accd-ae5721e98117.extra_data.json,0.0,2896488,1719.2137,2020-05-25 04:00:00.646,2020-05-24 04:00:02.029,200.34067,im26HRLwRA,com.sec.android.app.shealth,87fc7053-1045-4f1a-accd-ae5721e98117,1590278400000,
,,b93fd67f-9196-420a-8487-3d0b8c7fd4c2.extra_data.json,0.0,2464753,1728.1025,2020-01-11 02:50:38.352,2020-01-02 05:00:01.439,132.76,im26HRLwRA,com.sec.android.app.shealth,b93fd67f-9196-420a-8487-3d0b8c7fd4c2,1577923200000,
,,651a3ed4-939e-4cbd-9369-204176f7b4da.extra_data.json,0.0,0,1610.3641,2019-12-11 21:51:21.127,2019-12-11 21:51:21.127,0.0,im26HRLwRA,com.sec.android.app.shealth,651a3ed4-939e-4cbd-9369-204176f7b4da,1574467200000,
,,9c2b8e1a-1802-4cb4-99d0-ab5ad69142dc.extra_data.json,0.0,1784165,1742.1149,2020-05-31 04:00:00.734,2020-05-30 04:00:01.907,110.979965,im26HRLwRA,com.sec.android.app.shealth,9c2b8e1a-1802-4cb4-99d0-ab5ad69142dc,1590796800000,
,,34709632-436b-44a0-9117-afd59fe08bb4.extra_data.json,0.0,1940213,1738.902,2020-01-09 05:00:00.527,2020-01-08 05:00:00.459,108.18998,im26HRLwRA,com.sec.android.app.shealth,34709632-436b-44a0-9117-afd59fe08bb4,1578441600000,
,,6c3c415c-3de8-4ba8-8415-db70f57bb3f3.extra_data.json,0.0,3781985,1700.9828,2020-01-11 02:50:37.920,2019-12-16 05:00:01.019,200.90997,im26HRLwRA,com.sec.android.app.shealth,6c3c415c-3de8-4ba8-8415-db70f57bb3f3,1576454400000,
,,846d3f05-9efc-42d2-8ae6-ae3477c0da01.extra_data.json,0.0,0,1610.3641,2019-12-11 21:51:21.267,2019-12-11 21:51:21.267,0.0,im26HRLwRA,com.sec.android.app.shealth,846d3f05-9efc-42d2-8ae6-ae3477c0da01,1574985600000,
,,3a9aa574-b2a3-46a6-8b28-efe3fe1044e7.extra_data.json,0.0,2221226,1733.1165,2020-01-15 05:00:01.710,2020-01-14 05:00:00.596,141.23003,im26HRLwRA,com.sec.android.app.shealth,3a9aa574-b2a3-46a6-8b28-efe3fe1044e7,1578960000000,
,,86d113ef-5a0e-4c86-a3cc-fe0242e6ce94.extra_data.json,0.0,3111574,1714.7854,2020-06-06 04:00:02.463,2020-06-05 04:00:00.439,215.70435,im26HRLwRA,com.sec.android.app.shealth,86d113ef-5a0e-4c86-a3cc-fe0242e6ce94,1591315200000,
,,3e10bbb0-df80-4c40-a5e6-681f37a0a3c6.extra_data.json,0.0,3659836,1703.4976,2020-01-11 02:50:38.091,2019-12-22 05:00:01.610,209.59998,im26HRLwRA,com.sec.android.app.shealth,3e10bbb0-df80-4c40-a5e6-681f37a0a3c6,1576972800000,
,,0cc0b815-f898-4837-a3cc-bfba9cedf792.extra_data.json,0.0,0,1604.687,2020-01-01 12:05:56.755,2019-12-11 21:51:21.360,0.0,im26HRLwRA,com.sec.android.app.shealth,0cc0b815-f898-4837-a3cc-bfba9cedf792,1575504000000,
,,e8b9deca-8876-4743-bb45-71740c462cc9.extra_data.json,0.0,1702566,1743.7948,2020-01-11 02:50:38.249,2019-12-28 05:00:00.315,95.999985,im26HRLwRA,com.sec.android.app.shealth,e8b9deca-8876-4743-bb45-71740c462cc9,1577491200000,
,,ba3c5f8e-0441-43bc-ae11-321bc63a5363.extra_data.json,0.0,2060643,1736.4226,2020-01-21 05:00:01.059,2020-01-20 05:00:01.718,128.82999,im26HRLwRA,com.sec.android.app.shealth,ba3c5f8e-0441-43bc-ae11-321bc63a5363,1579478400000,
,,fe14f587-7ff8-491f-ad14-f990783fe97e.extra_data.json,0.0,0,1610.3641,2019-12-11 21:51:31.031,2019-12-11 21:51:31.031,0.0,im26HRLwRA,com.sec.android.app.shealth,fe14f587-7ff8-491f-ad14-f990783fe97e,1574035200000,
,,7116d1cc-7da1-4662-bb66-f6a04463eef5.extra_data.json,0.0,2991228,1717.2632,2020-06-12 04:00:00.527,2020-06-11 04:00:02.076,202.84433,im26HRLwRA,com.sec.android.app.shealth,7116d1cc-7da1-4662-bb66-f6a04463eef5,1591833600000,
,,44440864-e631-49ea-83df-525fd27abafe.extra_data.json,0.0,3683007,1703.0205,2020-01-11 02:50:38.374,2020-01-03 05:00:01.623,203.85995,im26HRLwRA,com.sec.android.app.shealth,44440864-e631-49ea-83df-525fd27abafe,1578009600000,
,,a94a22d3-9cdc-422c-8fc9-410fefceb8f8.extra_data.json,0.0,1633423,1745.2184,2020-06-18 04:00:01.072,2020-06-17 04:00:00.585,101.4,im26HRLwRA,com.sec.android.app.shealth,a94a22d3-9cdc-422c-8fc9-410fefceb8f8,1592352000000,
,,7cd3e4ee-35d2-40d1-8925-464a4b6cc2cb.extra_data.json,0.0,2868957,1719.7805,2020-01-11 02:50:37.963,2019-12-17 05:00:00.282,153.44,im26HRLwRA,com.sec.android.app.shealth,7cd3e4ee-35d2-40d1-8925-464a4b6cc2cb,1576540800000,
,,9c765b0f-c5ea-4a1d-9e4b-15286f895a00.extra_data.json,0.0,2828147,1720.6208,2020-01-27 05:00:00.904,2020-01-26 05:07:47.584,188.49203,im26HRLwRA,com.sec.android.app.shealth,9c765b0f-c5ea-4a1d-9e4b-15286f895a00,1579996800000,
,,212fc648-c830-44db-9a53-1f83a3c5a205.extra_data.json,0.0,3099205,1715.04,2020-01-10 05:00:01.064,2020-01-09 05:00:00.417,195.15997,im26HRLwRA,com.sec.android.app.shealth,212fc648-c830-44db-9a53-1f83a3c5a205,1578528000000,
,,1268db19-1b32-4d74-88ea-2b2869d5d2d5.extra_data.json,0.0,3454994,1707.715,2020-06-24 04:00:01.482,2020-06-23 04:00:01.558,234.3453,im26HRLwRA,com.sec.android.app.shealth,1268db19-1b32-4d74-88ea-2b2869d5d2d5,1592870400000,
,,c2e95845-a025-4709-8053-47b48fda3abc.extra_data.json,0.0,2680832,1723.6538,2020-01-11 02:50:38.123,2019-12-23 05:00:00.517,145.61,im26HRLwRA,com.sec.android.app.shealth,c2e95845-a025-4709-8053-47b48fda3abc,1577059200000,
,,a8a8e371-ce13-47d1-b33e-bad09aecf97a.extra_data.json,0.0,3090756,1715.2142,2020-06-30 04:00:00.521,2020-06-29 04:00:01.777,213.492,im26HRLwRA,com.sec.android.app.shealth,a8a8e371-ce13-47d1-b33e-bad09aecf97a,1593388800000,
,,d254dcae-00d4-4799-b0b2-a09b2d8d0f0f.extra_data.json,0.0,1966923,1738.3522,2020-01-11 02:50:38.269,2019-12-29 05:23:45.031,112.74999,im26HRLwRA,com.sec.android.app.shealth,d254dcae-00d4-4799-b0b2-a09b2d8d0f0f,1577577600000,
,,17e5e39d-b5d6-4251-91a8-cac82f0e962b.extra_data.json,0.0,2150348,1734.5757,2020-02-02 05:00:00.656,2020-02-01 05:00:00.821,136.41,im26HRLwRA,com.sec.android.app.shealth,17e5e39d-b5d6-4251-91a8-cac82f0e962b,1580515200000,
,,3de9c04c-367a-4bb8-90b5-f5c0fc903563.extra_data.json,0.0,2940603,1718.3055,2020-01-16 05:00:00.764,2020-01-15 05:00:01.474,189.69,im26HRLwRA,com.sec.android.app.shealth,3de9c04c-367a-4bb8-90b5-f5c0fc903563,1579046400000,
,,c794434f-d2b2-45c4-97fb-a3b8b031060d.extra_data.json,0.0,1555324,1746.8263,2020-01-22 05:00:01.357,2020-01-21 05:00:00.867,99.85,im26HRLwRA,com.sec.android.app.shealth,c794434f-d2b2-45c4-97fb-a3b8b031060d,1579564800000,
,,438a8e0a-5199-433d-8d8f-a395b6786969.extra_data.json,0.0,2189830,1733.7628,2020-02-08 05:24:17.478,2020-02-07 05:00:02.116,140.36003,im26HRLwRA,com.sec.android.app.shealth,438a8e0a-5199-433d-8d8f-a395b6786969,1581033600000,
,,2d71a59c-405a-4eb7-bf88-ffb55d867be9.extra_data.json,0.0,1942244,1738.8604,2020-07-06 04:00:02.281,2020-07-05 04:00:01.375,121.119995,im26HRLwRA,com.sec.android.app.shealth,2d71a59c-405a-4eb7-bf88-ffb55d867be9,1593907200000,
,,236a430f-bbea-42b3-89d3-8d1197921288.extra_data.json,0.0,3156761,1713.8552,2020-01-11 02:50:38.394,2020-01-04 05:00:01.758,180.46996,im26HRLwRA,com.sec.android.app.shealth,236a430f-bbea-42b3-89d3-8d1197921288,1578096000000,
,,482cb78e-4c43-46a1-bb77-7b7b28eb621b.extra_data.json,0.0,3089334,1715.2433,2020-01-28 05:00:00.675,2020-01-27 05:00:00.696,193.13998,im26HRLwRA,com.sec.android.app.shealth,482cb78e-4c43-46a1-bb77-7b7b28eb621b,1580083200000,
,,64a30d6a-2f50-4d3b-a2ed-15cd27a8bd06.extra_data.json,0.0,1862084,1740.5107,2020-02-14 05:00:00.723,2020-02-13 05:00:00.482,116.179985,im26HRLwRA,com.sec.android.app.shealth,64a30d6a-2f50-4d3b-a2ed-15cd27a8bd06,1581552000000,
,,3f9405ec-d203-4a96-a2c8-7bc2818d8e25.extra_data.json,0.0,747707,1763.4541,2020-07-12 04:00:00.396,2020-07-11 04:00:00.469,47.759995,im26HRLwRA,com.sec.android.app.shealth,3f9405ec-d203-4a96-a2c8-7bc2818d8e25,1594425600000,
,,88400e0d-766e-430b-8524-64f1d0bd7583.extra_data.json,0.0,2969094,1717.7189,2020-02-20 05:00:02.493,2020-02-19 05:00:00.521,191.23993,im26HRLwRA,com.sec.android.app.shealth,88400e0d-766e-430b-8524-64f1d0bd7583,1582070400000,
,,68b4726d-58c3-4b88-9d78-d8c1177f601c.extra_data.json,0.0,2538584,1726.5825,2020-02-03 05:00:00.875,2020-02-02 05:00:00.493,160.37,im26HRLwRA,com.sec.android.app.shealth,68b4726d-58c3-4b88-9d78-d8c1177f601c,1580601600000,
,,14b67c42-e780-449a-b520-68f4239dd8cc.extra_data.json,0.0,2951397,1718.0833,2020-07-18 04:00:00.410,2020-07-17 04:00:01.088,223.59732,im26HRLwRA,com.sec.android.app.shealth,14b67c42-e780-449a-b520-68f4239dd8cc,1594944000000,
,,ec5e0902-8dee-4cb6-a9b0-e5b79e3f718f.extra_data.json,0.0,2485062,1727.6844,2020-02-26 05:00:01.399,2020-02-25 05:00:00.972,156.15,im26HRLwRA,com.sec.android.app.shealth,ec5e0902-8dee-4cb6-a9b0-e5b79e3f718f,1582588800000,
,,1b5d57b5-0a24-491f-a54f-d24d704ecd9a.extra_data.json,0.0,2983948,1717.4131,2020-02-09 05:00:01.677,2020-02-08 05:24:17.334,186.84996,im26HRLwRA,com.sec.android.app.shealth,1b5d57b5-0a24-491f-a54f-d24d704ecd9a,1581120000000,
,,689d5d45-f357-42c1-a545-dfa803dbd4ea.extra_data.json,0.0,2981917,1717.4548,2020-01-11 05:00:02.041,2020-01-10 05:00:00.863,187.62997,im26HRLwRA,com.sec.android.app.shealth,689d5d45-f357-42c1-a545-dfa803dbd4ea,1578614400000,
,,c75abfbe-98dc-411f-a2d0-5928cfc18b09.extra_data.json,0.0,4089518,1694.651,2020-07-24 04:00:00.850,2020-07-23 04:00:00.585,262.15436,im26HRLwRA,com.sec.android.app.shealth,c75abfbe-98dc-411f-a2d0-5928cfc18b09,1595462400000,
,,82019cb3-ff31-4857-8d25-d79a56297270.extra_data.json,0.0,3465595,1707.4968,2020-03-03 05:00:00.816,2020-03-02 05:00:01.209,214.75998,im26HRLwRA,com.sec.android.app.shealth,82019cb3-ff31-4857-8d25-d79a56297270,1583107200000,
,,996541c8-08a3-4710-8c12-8be317ab8666.extra_data.json,0.0,2223538,1733.0688,2020-01-17 05:00:02.226,2020-01-16 05:00:00.664,141.71,im26HRLwRA,com.sec.android.app.shealth,996541c8-08a3-4710-8c12-8be317ab8666,1579132800000,
,,f1ae4d52-53dd-4d82-8209-89db318b5453.extra_data.json,0.0,2711752,1723.0172,2020-02-15 05:03:25.099,2020-02-14 05:00:00.590,171.44002,im26HRLwRA,com.sec.android.app.shealth,f1ae4d52-53dd-4d82-8209-89db318b5453,1581638400000,
,,a7d0bd36-f1b3-448b-89ed-16c4526f5a5e.extra_data.json,0.0,3957149,1697.3763,2020-07-30 04:00:01.601,2020-07-29 04:00:00.681,259.7718,im26HRLwRA,com.sec.android.app.shealth,a7d0bd36-f1b3-448b-89ed-16c4526f5a5e,1595980800000,
,,62bb7f1b-1c2c-47c1-8b0b-091f0bcd8076.extra_data.json,0.0,1774767,1742.3083,2020-01-23 05:00:00.705,2020-01-22 05:00:01.154,111.54999,im26HRLwRA,com.sec.android.app.shealth,62bb7f1b-1c2c-47c1-8b0b-091f0bcd8076,1579651200000,
,,1a69399f-3a49-4bd2-8622-fdd78ac8c950.extra_data.json,0.0,1041854,1757.398,2020-03-09 04:00:00.622,2020-03-08 05:00:00.840,67.23001,im26HRLwRA,com.sec.android.app.shealth,1a69399f-3a49-4bd2-8622-fdd78ac8c950,1583625600000,
,,d285110e-030f-4602-bd3c-862c25f8600f.extra_data.json,0.0,3246757,1712.0022,2020-02-21 05:00:00.740,2020-02-20 05:00:02.182,205.96004,im26HRLwRA,com.sec.android.app.shealth,d285110e-030f-4602-bd3c-862c25f8600f,1582156800000,
,,f9a0b314-a77c-4444-9ee7-c67f4d2d5a74.extra_data.json,0.0,2723968,1722.7657,2020-03-15 04:00:01.965,2020-03-14 04:00:00.379,171.08,im26HRLwRA,com.sec.android.app.shealth,f9a0b314-a77c-4444-9ee7-c67f4d2d5a74,1584144000000,
,,28bbdf3a-c8cd-495c-93f6-a5f517e8341d.extra_data.json,0.0,1993009,1737.8151,2020-08-05 04:00:01.420,2020-08-04 04:00:01.690,125.54002,im26HRLwRA,com.sec.android.app.shealth,28bbdf3a-c8cd-495c-93f6-a5f517e8341d,1596499200000,
