com.samsung.shealth.step_daily_trend,6212007,6
binning_data,update_time,create_time,source_pkg_name,source_type,count,speed,distance,calorie,deviceuuid,pkg_name,datauuid,day_time
3cbd5470-c5af-4354-9355-3af4847666ed.binning_data.json,2020-06-26 04:00:01.208,2020-06-25 11:33:06.719,com.sec.android.app.shealth,-2,5175,1.3821234,3936.01,210.41,VfS0qUERdZ,com.sec.android.app.shealth,3cbd5470-c5af-4354-9355-3af4847666ed,1593043200000,
20efa886-ae61-4f1d-882a-527de6d24e5f.binning_data.json,2020-07-19 05:50:38.171,2020-07-19 05:50:38.171,com.sec.android.app.shealth,0,20320,1.3877177,15304.017,829.0197,im26HRLwRA,com.sec.android.app.shealth,20efa886-ae61-4f1d-882a-527de6d24e5f,1595030400000,
e77cf80e-421a-4bad-93c1-844ad1310050.binning_data.json,2020-06-18 03:07:16.125,2020-06-17 04:11:41.480,com.sec.android.app.shealth,-2,2464,1.2535638,1842.6599,101.4,VfS0qUERdZ,com.sec.android.app.shealth,e77cf80e-421a-4bad-93c1-844ad1310050,1592352000000,
a2218867-f17d-498e-8b13-b8ed0e49f420.binning_data.json,2020-06-29 04:00:02.321,2020-06-29 04:00:02.321,com.sec.android.app.shealth,0,2866,1.6030418,2103.1501,118.07999,im26HRLwRA,com.sec.android.app.shealth,a2218867-f17d-498e-8b13-b8ed0e49f420,1593302400000,
4211a4e5-2096-4a1b-a6fc-d0be85df627c.binning_data.json,2020-07-16 04:00:02.965,2020-07-12 09:32:24.329,com.sec.android.app.shealth,-2,22708,1.3871646,17339.418,934.28986,VfS0qUERdZ,com.sec.android.app.shealth,4211a4e5-2096-4a1b-a6fc-d0be85df627c,1594512000000,
d585aa64-5339-480a-bfa2-ddf91d70aff4.binning_data.json,2020-06-09 04:00:01.117,2020-06-09 04:00:01.117,com.sec.android.app.shealth,0,7001,1.6724716,5356.0693,282.59995,im26HRLwRA,com.sec.android.app.shealth,d585aa64-5339-480a-bfa2-ddf91d70aff4,1591574400000,
0ef36058-d20a-40fe-adce-50f11682a026.binning_data.json,2020-06-29 03:35:02.832,2020-06-28 04:07:09.133,com.sec.android.app.shealth,-2,2866,1.1436479,2103.1501,118.07999,VfS0qUERdZ,com.sec.android.app.shealth,0ef36058-d20a-40fe-adce-50f11682a026,1593302400000,
1b2f5d34-9974-486e-b260-b52fe6a5354c.binning_data.json,2020-07-16 03:40:12.198,2020-07-15 11:06:57.322,com.sec.android.app.shealth,-2,11996,1.445008,9196.47,483.2599,VfS0qUERdZ,com.sec.android.app.shealth,1b2f5d34-9974-486e-b260-b52fe6a5354c,1594771200000,
07429a3e-20f5-42c1-b311-465171ec1838.binning_data.json,2020-07-02 04:00:00.826,2020-07-02 04:00:00.826,com.sec.android.app.shealth,0,5159,1.6111112,3907.4998,207.97995,im26HRLwRA,com.sec.android.app.shealth,07429a3e-20f5-42c1-b311-465171ec1838,1593561600000,
fee759d2-1b7a-41ed-aad6-5e31110e86c5.binning_data.json,2020-06-12 04:00:00.818,2020-06-12 04:00:00.818,com.sec.android.app.shealth,0,4964,1.7222222,3756.17,201.81999,im26HRLwRA,com.sec.android.app.shealth,fee759d2-1b7a-41ed-aad6-5e31110e86c5,1591833600000,
b4d496dc-d3c4-463d-95ce-61dbb55f429f.binning_data.json,2020-07-22 04:00:00.891,2020-07-22 04:00:00.891,com.sec.android.app.shealth,0,7525,1.3735994,5709.3696,305.63998,im26HRLwRA,com.sec.android.app.shealth,b4d496dc-d3c4-463d-95ce-61dbb55f429f,1595289600000,
decd0f71-b303-43ce-afac-e70d77643e16.binning_data.json,2020-06-21 03:15:27.845,2020-06-20 04:23:12.244,com.sec.android.app.shealth,-2,1023,1.2087016,754.77,43.6,VfS0qUERdZ,com.sec.android.app.shealth,decd0f71-b303-43ce-afac-e70d77643e16,1592611200000,
a73945d6-9051-4bfb-8d9c-df01d8d6c1d4.binning_data.json,2020-07-02 03:49:39.596,2020-07-01 12:00:29.538,com.sec.android.app.shealth,-2,5159,1.3446208,3907.4998,207.97995,VfS0qUERdZ,com.sec.android.app.shealth,a73945d6-9051-4bfb-8d9c-df01d8d6c1d4,1593561600000,
1e026d15-cc9d-415f-b4cc-6c1179aafd58.binning_data.json,2020-07-19 01:31:45.821,2020-07-18 09:40:36.901,com.sec.android.app.shealth,-2,20320,1.3877177,15304.017,829.0197,VfS0qUERdZ,com.sec.android.app.shealth,1e026d15-cc9d-415f-b4cc-6c1179aafd58,1595030400000,
9a8870ee-14c7-4ded-9f44-6b95f36a39f0.binning_data.json,2020-07-25 04:00:01.909,2020-07-25 04:00:01.909,com.sec.android.app.shealth,0,7180,1.3375232,5436.8,290.95,im26HRLwRA,com.sec.android.app.shealth,9a8870ee-14c7-4ded-9f44-6b95f36a39f0,1595548800000,
f6268644-2ff8-4890-8141-e3da59a714ca.binning_data.json,2020-07-06 04:00:03.100,2020-07-04 04:00:51.990,com.sec.android.app.shealth,-2,9871,1.2136377,7291.5,405.20993,VfS0qUERdZ,com.sec.android.app.shealth,f6268644-2ff8-4890-8141-e3da59a714ca,1593820800000,
ae57cffd-0b89-416a-b22e-e3b3e65862a1.binning_data.json,2020-06-15 04:00:01.259,2020-06-15 04:00:01.259,com.sec.android.app.shealth,0,2068,2.2500002,1531.21,85.659996,im26HRLwRA,com.sec.android.app.shealth,ae57cffd-0b89-416a-b22e-e3b3e65862a1,1592092800000,
a961ffcc-5460-457c-bada-59611a2d5f4a.binning_data.json,2020-06-24 03:41:32.350,2020-06-23 12:16:53.226,com.sec.android.app.shealth,-2,5715,1.3558121,4336.0894,232.07996,VfS0qUERdZ,com.sec.android.app.shealth,a961ffcc-5460-457c-bada-59611a2d5f4a,1592870400000,
3b759354-636a-498c-9ac9-8bb671234e1c.binning_data.json,2020-07-05 04:06:37.424,2020-07-04 04:00:51.879,com.sec.android.app.shealth,0,9871,4.7222223,7291.5,405.20993,im26HRLwRA,com.sec.android.app.shealth,3b759354-636a-498c-9ac9-8bb671234e1c,1593820800000,
09ed6f8a-b6ff-409f-8b66-b5bcb0b98e61.binning_data.json,2020-06-18 04:00:01.317,2020-06-18 04:00:01.317,com.sec.android.app.shealth,0,2464,1.9722222,1842.6599,101.4,im26HRLwRA,com.sec.android.app.shealth,09ed6f8a-b6ff-409f-8b66-b5bcb0b98e61,1592352000000,
50a34fea-8d37-4ab3-a67d-1b8a8e13b55f.binning_data.json,2020-07-28 04:00:01.713,2020-07-28 04:00:01.713,com.sec.android.app.shealth,0,7220,1.30122,5427.91,292.3,im26HRLwRA,com.sec.android.app.shealth,50a34fea-8d37-4ab3-a67d-1b8a8e13b55f,1595808000000,
4486da0f-ca4c-4ad3-b013-b90027209e47.binning_data.json,2020-07-22 03:57:16.779,2020-07-21 11:49:47.022,com.sec.android.app.shealth,-2,7525,1.3735994,5709.3696,305.63998,VfS0qUERdZ,com.sec.android.app.shealth,4486da0f-ca4c-4ad3-b013-b90027209e47,1595289600000,
16f8e2d1-e8e5-4959-bd52-96f323bf2397.binning_data.json,2020-06-27 03:40:39.230,2020-06-26 12:40:37.983,com.sec.android.app.shealth,-2,1095,1.2152865,812.41003,45.67,VfS0qUERdZ,com.sec.android.app.shealth,16f8e2d1-e8e5-4959-bd52-96f323bf2397,1593129600000,
753a8e6e-aab2-44ed-bd3d-9e9934aab676.binning_data.json,2020-07-08 04:00:01.542,2020-07-08 04:00:01.542,com.sec.android.app.shealth,0,8676,1.6326666,6659.9697,349.55,im26HRLwRA,com.sec.android.app.shealth,753a8e6e-aab2-44ed-bd3d-9e9934aab676,1594080000000,
52f667c3-1779-46a1-b882-89c1f3deea7c.binning_data.json,2020-07-08 02:47:04.205,2020-07-07 04:04:02.720,com.sec.android.app.shealth,-2,8676,1.4479476,6659.9697,349.55,VfS0qUERdZ,com.sec.android.app.shealth,52f667c3-1779-46a1-b882-89c1f3deea7c,1594080000000,
fda2bc39-928a-401c-83e8-0309b0b954ce.binning_data.json,2020-06-30 02:56:32.731,2020-06-29 04:10:25.463,com.sec.android.app.shealth,-2,5250,1.4074006,4014.69,211.76999,VfS0qUERdZ,com.sec.android.app.shealth,fda2bc39-928a-401c-83e8-0309b0b954ce,1593388800000,
2f267b91-24e8-4ac8-a064-53f281f6a3b1.binning_data.json,2020-06-21 04:01:31.893,2020-06-21 04:01:31.893,com.sec.android.app.shealth,0,1023,1.5833335,754.77,43.6,im26HRLwRA,com.sec.android.app.shealth,2f267b91-24e8-4ac8-a064-53f281f6a3b1,1592611200000,
7d75e281-b704-4790-b108-63954a351374.binning_data.json,2020-07-11 04:00:01.221,2020-07-11 04:00:01.221,com.sec.android.app.shealth,0,7161,2.138889,5485.69,292.06998,im26HRLwRA,com.sec.android.app.shealth,7d75e281-b704-4790-b108-63954a351374,1594339200000,
527aed98-8184-4f7c-a61d-7f2b9f6ab1e5.binning_data.json,2020-07-25 02:41:10.701,2020-07-24 10:15:15.517,com.sec.android.app.shealth,-2,7180,1.3375232,5436.8,290.95,VfS0qUERdZ,com.sec.android.app.shealth,527aed98-8184-4f7c-a61d-7f2b9f6ab1e5,1595548800000,
f7e54db3-b3e0-4c34-a993-e04516713ffc.binning_data.json,2020-07-03 03:37:48.904,2020-07-02 04:00:08.836,com.sec.android.app.shealth,-2,5312,1.2896137,3981.68,216.12,VfS0qUERdZ,com.sec.android.app.shealth,f7e54db3-b3e0-4c34-a993-e04516713ffc,1593648000000,
12042877-8001-4d97-bb63-079494a3855c.binning_data.json,2020-06-24 04:00:02.062,2020-06-24 04:00:02.062,com.sec.android.app.shealth,0,5715,1.75,4336.0894,232.07996,im26HRLwRA,com.sec.android.app.shealth,12042877-8001-4d97-bb63-079494a3855c,1592870400000,
d245014a-cffa-4ff3-a122-b9d7c7174790.binning_data.json,2020-07-11 03:35:17.744,2020-07-10 11:15:43.832,com.sec.android.app.shealth,-2,7161,1.427389,5485.69,292.06998,VfS0qUERdZ,com.sec.android.app.shealth,d245014a-cffa-4ff3-a122-b9d7c7174790,1594339200000,
b77f6b91-ba2f-4bb4-ad17-e685a917807d.binning_data.json,2020-07-14 04:00:00.910,2020-07-14 04:00:00.910,com.sec.android.app.shealth,0,5605,1.5275271,4263.02,227.44,im26HRLwRA,com.sec.android.app.shealth,b77f6b91-ba2f-4bb4-ad17-e685a917807d,1594598400000,
80e2ab87-5713-4a45-bcd3-34f0ef59ebb9.binning_data.json,2020-07-28 01:53:14.289,2020-07-27 10:17:32.113,com.sec.android.app.shealth,-2,7220,1.30122,5427.91,292.3,VfS0qUERdZ,com.sec.android.app.shealth,80e2ab87-5713-4a45-bcd3-34f0ef59ebb9,1595808000000,
02a19522-1fb1-434d-9948-b1b0067a2f13.binning_data.json,2020-07-31 04:00:03.180,2020-07-31 04:00:03.180,com.sec.android.app.shealth,0,2621,1.3156089,1971.8,108.869995,im26HRLwRA,com.sec.android.app.shealth,02a19522-1fb1-434d-9948-b1b0067a2f13,1596067200000,
9e1e5a25-564d-4306-86b9-59b1b192638a.binning_data.json,2020-07-06 02:49:10.886,2020-07-05 04:08:29.347,com.sec.android.app.shealth,-2,2919,1.2104759,2161.26,121.119995,VfS0qUERdZ,com.sec.android.app.shealth,9e1e5a25-564d-4306-86b9-59b1b192638a,1593907200000,
1ae2654b-3b70-46b1-b2f5-657a4e2fd6b0.binning_data.json,2020-06-27 04:00:00.808,2020-06-27 04:00:00.808,com.sec.android.app.shealth,0,1095,1.5719047,812.41003,45.67,im26HRLwRA,com.sec.android.app.shealth,1ae2654b-3b70-46b1-b2f5-657a4e2fd6b0,1593129600000,
5cdfdc29-256e-419a-9b1f-ac5bf0c8a4cb.binning_data.json,2020-07-14 02:56:40.715,2020-07-13 11:32:40.482,com.sec.android.app.shealth,-2,5605,1.3823508,4263.02,227.44,VfS0qUERdZ,com.sec.android.app.shealth,5cdfdc29-256e-419a-9b1f-ac5bf0c8a4cb,1594598400000,
622529cb-10f5-4137-af92-3e1d6357a159.binning_data.json,2020-07-31 01:57:10.153,2020-07-30 08:48:51.192,com.sec.android.app.shealth,-2,2621,1.3156089,1971.8,108.869995,VfS0qUERdZ,com.sec.android.app.shealth,622529cb-10f5-4137-af92-3e1d6357a159,1596067200000,
7671998d-fe93-4279-9e16-493d7a4ab760.binning_data.json,2020-08-04 04:00:27.331,2020-08-03 04:00:01.871,com.sec.android.app.shealth,0,10523,1.313245,7784.04,435.16995,im26HRLwRA,com.sec.android.app.shealth,7671998d-fe93-4279-9e16-493d7a4ab760,1596326400000,
1f62776f-0bb5-4a51-9273-2077fed7353a.binning_data.json,2020-07-17 04:00:01.573,2020-07-17 04:00:01.573,com.sec.android.app.shealth,0,1732,1.2283452,1290.14,72.95,im26HRLwRA,com.sec.android.app.shealth,1f62776f-0bb5-4a51-9273-2077fed7353a,1594857600000,
3c8b589f-9d3a-4506-95c2-dd1432965a8b.binning_data.json,2020-07-09 03:14:39.075,2020-07-08 11:12:42.509,com.sec.android.app.shealth,-2,6085,1.3932288,4637.31,250.25996,VfS0qUERdZ,com.sec.android.app.shealth,3c8b589f-9d3a-4506-95c2-dd1432965a8b,1594166400000,
cbe31657-1915-4876-9846-838cc5563df4.binning_data.json,2020-07-17 03:32:01.389,2020-07-16 04:03:57.192,com.sec.android.app.shealth,-2,1732,1.2283452,1290.14,72.95,VfS0qUERdZ,com.sec.android.app.shealth,cbe31657-1915-4876-9846-838cc5563df4,1594857600000,
fd726c4b-be37-4d13-9de0-255fe23d0b30.binning_data.json,2020-08-06 04:00:00.958,2020-08-06 04:00:00.958,com.sec.android.app.shealth,0,6173,1.3866357,4709.15,249.47,im26HRLwRA,com.sec.android.app.shealth,fd726c4b-be37-4d13-9de0-255fe23d0b30,1596585600000,
1527cd28-43a2-4f3a-ab2f-1c8fc3a6a898.binning_data.json,2020-06-30 04:00:00.747,2020-06-30 04:00:00.747,com.sec.android.app.shealth,0,5250,1.9444443,4014.69,211.76999,im26HRLwRA,com.sec.android.app.shealth,1527cd28-43a2-4f3a-ab2f-1c8fc3a6a898,1593388800000,
8458fc3a-b0ca-44e5-b887-af342c11263e.binning_data.json,2020-08-03 04:00:03.622,2020-08-02 11:01:56.210,com.sec.android.app.shealth,-2,10523,1.313245,7784.04,435.16995,VfS0qUERdZ,com.sec.android.app.shealth,8458fc3a-b0ca-44e5-b887-af342c11263e,1596326400000,
e1ca7c8a-b4d2-4711-b169-9386e7ec5bd6.binning_data.json,2020-08-09 04:06:28.683,2020-08-09 04:06:28.683,com.sec.android.app.shealth,0,9797,1.2147402,7214.9097,406.97995,im26HRLwRA,com.sec.android.app.shealth,e1ca7c8a-b4d2-4711-b169-9386e7ec5bd6,1596844800000,
7e17e76a-3bc7-4294-9ee6-e5e1aa467be1.binning_data.json,2020-07-20 02:39:07.136,2020-07-19 12:07:42.136,com.sec.android.app.shealth,-2,9773,1.3429812,7393.0693,393.95984,VfS0qUERdZ,com.sec.android.app.shealth,7e17e76a-3bc7-4294-9ee6-e5e1aa467be1,1595116800000,
803713d3-4fc9-4506-b93e-d6d1478437ef.binning_data.json,2020-07-12 03:15:53.939,2020-07-11 12:32:36.331,com.sec.android.app.shealth,-2,1121,1.2114183,829.25,47.76,VfS0qUERdZ,com.sec.android.app.shealth,803713d3-4fc9-4506-b93e-d6d1478437ef,1594425600000,
1a98e2cb-8af1-421a-a035-f87bc14f9311.binning_data.json,2020-07-20 04:00:03.367,2020-07-20 04:00:03.367,com.sec.android.app.shealth,0,9773,1.3429812,7393.0693,393.95984,im26HRLwRA,com.sec.android.app.shealth,1a98e2cb-8af1-421a-a035-f87bc14f9311,1595116800000,
645bc921-bf6d-4409-bd96-6bcd669c7f46.binning_data.json,2020-08-06 03:45:58.343,2020-08-05 09:22:39.188,com.sec.android.app.shealth,-2,6173,1.3866357,4709.15,249.47,VfS0qUERdZ,com.sec.android.app.shealth,645bc921-bf6d-4409-bd96-6bcd669c7f46,1596585600000,
b055f24f-01e2-4329-abeb-8045b467dac1.binning_data.json,2020-08-12 04:00:01.985,2020-08-12 04:00:01.985,com.sec.android.app.shealth,0,6721,1.3477861,5085.85,273.22,im26HRLwRA,com.sec.android.app.shealth,b055f24f-01e2-4329-abeb-8045b467dac1,1597104000000,
caeb8378-efae-43d6-a933-3bc39e9b2595.binning_data.json,2020-07-15 02:21:33.054,2020-07-14 11:11:21.322,com.sec.android.app.shealth,-2,5380,1.3736769,4094.04,217.37,VfS0qUERdZ,com.sec.android.app.shealth,caeb8378-efae-43d6-a933-3bc39e9b2595,1594684800000,
1a04c646-25d4-4ad7-ac81-1fdc3f4025c0.binning_data.json,2020-07-03 04:00:00.787,2020-07-03 04:00:00.787,com.sec.android.app.shealth,0,5312,1.5277778,3981.68,216.12,im26HRLwRA,com.sec.android.app.shealth,1a04c646-25d4-4ad7-ac81-1fdc3f4025c0,1593648000000,
732464dc-66b9-4017-adc7-34d7ab95dee0.binning_data.json,2020-08-08 23:28:58.576,2020-08-08 04:23:05.618,com.sec.android.app.shealth,-2,9797,1.2147402,7214.9097,406.97995,VfS0qUERdZ,com.sec.android.app.shealth,732464dc-66b9-4017-adc7-34d7ab95dee0,1596844800000,
e2a7f3f9-cce4-4a9a-b6c1-6bbbc88baf73.binning_data.json,2020-07-23 04:00:01.409,2020-07-23 04:00:01.409,com.sec.android.app.shealth,0,10282,1.365532,7809.109,414.66995,im26HRLwRA,com.sec.android.app.shealth,e2a7f3f9-cce4-4a9a-b6c1-6bbbc88baf73,1595376000000,
b0394196-2b53-4f2d-843c-312c21bd96ea.binning_data.json,2020-08-15 04:00:02.968,2020-08-15 04:00:02.968,com.sec.android.app.shealth,0,3560,1.2508124,2646.5598,147.43,im26HRLwRA,com.sec.android.app.shealth,b0394196-2b53-4f2d-843c-312c21bd96ea,1597363200000,
ceea6d8a-a4e2-4d19-a4ea-19792fe054cc.binning_data.json,2020-07-23 02:24:25.016,2020-07-22 04:13:09.268,com.sec.android.app.shealth,-2,10282,1.365532,7809.109,414.66995,VfS0qUERdZ,com.sec.android.app.shealth,ceea6d8a-a4e2-4d19-a4ea-19792fe054cc,1595376000000,
2d93c7ea-f36a-426b-986a-5ed99716bad0.binning_data.json,2020-07-18 02:34:53.114,2020-07-17 10:34:19.143,com.sec.android.app.shealth,-2,5497,1.4856997,4253.9697,222.70988,VfS0qUERdZ,com.sec.android.app.shealth,2d93c7ea-f36a-426b-986a-5ed99716bad0,1594944000000,
de0c3548-0ee6-4fbc-8c4f-6f649f3816e0.binning_data.json,2020-08-12 01:32:01.094,2020-08-11 09:20:18.804,com.sec.android.app.shealth,-2,6721,1.3477861,5085.85,273.22,VfS0qUERdZ,com.sec.android.app.shealth,de0c3548-0ee6-4fbc-8c4f-6f649f3816e0,1597104000000,
3d174356-e34b-43a5-a3e1-7e82ec7a196e.binning_data.json,2020-07-06 04:00:02.501,2020-07-06 04:00:02.501,com.sec.android.app.shealth,0,2919,1.6111112,2161.26,121.119995,im26HRLwRA,com.sec.android.app.shealth,3d174356-e34b-43a5-a3e1-7e82ec7a196e,1593907200000,
a56de16c-83e4-4689-a89b-ae9e369bc740.binning_data.json,2020-07-26 04:00:01.845,2020-07-26 04:00:01.845,com.sec.android.app.shealth,0,1604,1.2305176,1186.14,68.83,im26HRLwRA,com.sec.android.app.shealth,a56de16c-83e4-4689-a89b-ae9e369bc740,1595635200000,
babcdb4b-a555-4f9c-9b0a-428cac8c7cd4.binning_data.json,2020-08-18 04:00:01.897,2020-08-18 04:00:01.897,com.sec.android.app.shealth,0,2457,1.2924901,1845.4198,102.119995,im26HRLwRA,com.sec.android.app.shealth,babcdb4b-a555-4f9c-9b0a-428cac8c7cd4,1597622400000,
fa828bfc-ba67-465d-afb0-bbb50e376a78.binning_data.json,2020-07-26 02:46:32.551,2020-07-25 12:57:33.916,com.sec.android.app.shealth,-2,1604,1.2305176,1186.14,68.83,VfS0qUERdZ,com.sec.android.app.shealth,fa828bfc-ba67-465d-afb0-bbb50e376a78,1595635200000,
0e39f338-32ef-4360-a22f-55a73ab5a702.binning_data.json,2020-07-09 04:00:00.799,2020-07-09 04:00:00.799,com.sec.android.app.shealth,0,6085,1.7777778,4637.31,250.25996,im26HRLwRA,com.sec.android.app.shealth,0e39f338-32ef-4360-a22f-55a73ab5a702,1594166400000,
8135dec0-77a0-462c-890e-1fc196a1f930.binning_data.json,2020-07-21 02:27:39.572,2020-07-20 05:09:29.385,com.sec.android.app.shealth,-2,8260,1.3123057,6216.429,340.01996,VfS0qUERdZ,com.sec.android.app.shealth,8135dec0-77a0-462c-890e-1fc196a1f930,1595203200000,
ff5b64ad-25d8-477a-9cba-51d855b7d38b.binning_data.json,2020-08-21 04:00:02.202,2020-08-21 04:00:02.202,com.sec.android.app.shealth,0,6982,1.3326504,5270.41,284.22998,im26HRLwRA,com.sec.android.app.shealth,ff5b64ad-25d8-477a-9cba-51d855b7d38b,1597881600000,
a3735a1f-18ae-400d-9cf6-01f64a096545.binning_data.json,2020-08-14 23:57:50.662,2020-08-14 09:16:37.514,com.sec.android.app.shealth,-2,3560,1.2508124,2646.5598,147.43,VfS0qUERdZ,com.sec.android.app.shealth,a3735a1f-18ae-400d-9cf6-01f64a096545,1597363200000,
20658c37-455e-4fb7-9118-89902407e677.binning_data.json,2020-07-12 04:00:00.714,2020-07-12 04:00:00.714,com.sec.android.app.shealth,0,1121,1.7222222,829.25,47.76,im26HRLwRA,com.sec.android.app.shealth,20658c37-455e-4fb7-9118-89902407e677,1594425600000,
4575ae9a-1f12-48d5-bc60-ed2a9d4cc5c0.binning_data.json,2020-07-29 04:00:01.800,2020-07-29 04:00:01.800,com.sec.android.app.shealth,0,4457,1.3264748,3361.2,185.15,im26HRLwRA,com.sec.android.app.shealth,4575ae9a-1f12-48d5-bc60-ed2a9d4cc5c0,1595894400000,
dbce8644-3a3c-4c09-b05a-8d9b71d56435.binning_data.json,2020-07-29 01:32:18.200,2020-07-28 10:22:05.101,com.sec.android.app.shealth,-2,4457,1.3264748,3361.2,185.15,VfS0qUERdZ,com.sec.android.app.shealth,dbce8644-3a3c-4c09-b05a-8d9b71d56435,1595894400000,
300e9fa2-8166-4868-94ba-f93bc6b063a6.binning_data.json,2020-08-24 04:00:02.905,2020-08-24 04:00:02.905,com.sec.android.app.shealth,0,2610,1.3108869,1961.29,108.439995,im26HRLwRA,com.sec.android.app.shealth,300e9fa2-8166-4868-94ba-f93bc6b063a6,1598140800000,
111ed0db-b15d-4c11-8ce0-2ac5dde148af.binning_data.json,2020-07-24 02:59:11.252,2020-07-23 05:09:54.130,com.sec.android.app.shealth,-2,6516,1.3717291,4964.4,264.97,VfS0qUERdZ,com.sec.android.app.shealth,111ed0db-b15d-4c11-8ce0-2ac5dde148af,1595462400000,
794de6ef-cc03-4581-b0d1-46ae02f6b647.binning_data.json,2020-07-15 04:00:00.844,2020-07-15 04:00:00.844,com.sec.android.app.shealth,0,5380,1.5833335,4094.04,217.37,im26HRLwRA,com.sec.android.app.shealth,794de6ef-cc03-4581-b0d1-46ae02f6b647,1594684800000,
9e86c91a-fe4a-4e3f-bb17-a5327534e024.binning_data.json,2020-08-01 04:02:49.630,2020-08-01 04:02:49.630,com.sec.android.app.shealth,0,7426,1.4382737,5688.2485,301.13995,im26HRLwRA,com.sec.android.app.shealth,9e86c91a-fe4a-4e3f-bb17-a5327534e024,1596153600000,
c0ff5baa-8759-4cad-b0ae-6ace8ef3795e.binning_data.json,2020-08-27 04:00:01.880,2020-08-27 04:00:01.880,com.sec.android.app.shealth,0,2174,1.3041041,1633.56,90.56999,im26HRLwRA,com.sec.android.app.shealth,c0ff5baa-8759-4cad-b0ae-6ace8ef3795e,1598400000000,
59c19bd2-ca1f-477f-a2e2-a6c5499d2a34.binning_data.json,2020-08-18 02:37:08.250,2020-08-17 09:18:47.764,com.sec.android.app.shealth,-2,2457,1.2924901,1845.4198,102.119995,VfS0qUERdZ,com.sec.android.app.shealth,59c19bd2-ca1f-477f-a2e2-a6c5499d2a34,1597622400000,
8cba0e70-65e9-47ba-8541-e6c6bcc269d5.binning_data.json,2020-08-01 01:51:36.822,2020-07-31 09:21:11.055,com.sec.android.app.shealth,-2,7426,1.4382737,5688.2485,301.13995,VfS0qUERdZ,com.sec.android.app.shealth,8cba0e70-65e9-47ba-8541-e6c6bcc269d5,1596153600000,
0b97d920-c24c-4c19-b1ea-8980b6ea7717.binning_data.json,2020-08-04 04:00:27.334,2020-08-04 04:00:27.334,com.sec.android.app.shealth,0,4321,1.317616,3256.0999,182.21999,im26HRLwRA,com.sec.android.app.shealth,0b97d920-c24c-4c19-b1ea-8980b6ea7717,1596412800000,
483f60a6-d956-4524-93f5-42f6e6634898.binning_data.json,2020-07-27 01:54:14.141,2020-07-26 05:16:16.790,com.sec.android.app.shealth,-2,4804,1.2437123,3537.8901,198.86998,VfS0qUERdZ,com.sec.android.app.shealth,483f60a6-d956-4524-93f5-42f6e6634898,1595721600000,
d4bc5a93-8d9c-4f7f-9445-d7393fe73655.binning_data.json,2020-07-18 04:00:00.859,2020-07-18 04:00:00.859,com.sec.android.app.shealth,0,5497,1.4856997,4253.9697,222.70988,im26HRLwRA,com.sec.android.app.shealth,d4bc5a93-8d9c-4f7f-9445-d7393fe73655,1594944000000,
eeca72b5-3ea5-403b-bfad-8ac4648d8320.binning_data.json,2020-08-21 03:44:57.129,2020-08-20 09:20:48.460,com.sec.android.app.shealth,-2,6982,1.3326504,5270.41,284.22998,VfS0qUERdZ,com.sec.android.app.shealth,eeca72b5-3ea5-403b-bfad-8ac4648d8320,1597881600000,
2dd327d5-8c10-4dce-82c6-39d045606732.binning_data.json,2020-08-30 04:00:03.086,2020-08-30 04:00:03.086,com.sec.android.app.shealth,0,13060,1.4774073,9921.499,536.61993,im26HRLwRA,com.sec.android.app.shealth,2dd327d5-8c10-4dce-82c6-39d045606732,1598659200000,
52975f20-86a1-4e2a-80a0-6775a66ddc55.binning_data.json,2020-08-04 02:10:49.313,2020-08-03 04:09:01.632,com.sec.android.app.shealth,-2,4321,1.317616,3256.0999,182.21999,VfS0qUERdZ,com.sec.android.app.shealth,52975f20-86a1-4e2a-80a0-6775a66ddc55,1596412800000,
e7deb4a0-e525-43b8-aaec-2db9a7b9f7d4.binning_data.json,2020-08-24 03:01:36.061,2020-08-23 09:34:00.262,com.sec.android.app.shealth,-2,2610,1.3108869,1961.29,108.439995,VfS0qUERdZ,com.sec.android.app.shealth,e7deb4a0-e525-43b8-aaec-2db9a7b9f7d4,1598140800000,
b8b28284-ec60-4707-93bd-79542051b55c.binning_data.json,2020-07-21 04:00:02.439,2020-07-21 04:00:02.439,com.sec.android.app.shealth,0,8260,1.3123057,6216.429,340.01996,im26HRLwRA,com.sec.android.app.shealth,b8b28284-ec60-4707-93bd-79542051b55c,1595203200000,
735a4838-9f14-4b65-acea-e6df7f14d4ee.binning_data.json,2020-07-30 00:03:13.147,2020-07-29 09:25:15.579,com.sec.android.app.shealth,-2,6374,1.3184037,4799.6196,258.05,VfS0qUERdZ,com.sec.android.app.shealth,735a4838-9f14-4b65-acea-e6df7f14d4ee,1595980800000,
2e41df9b-b05e-495d-85d4-2baea98e30c0.binning_data.json,2020-08-07 04:00:01.720,2020-08-07 04:00:01.720,com.sec.android.app.shealth,0,6218,1.3541545,4708.57,252.84999,im26HRLwRA,com.sec.android.app.shealth,2e41df9b-b05e-495d-85d4-2baea98e30c0,1596672000000,
57c5a715-4b22-445d-8899-d4e1590c9e52.binning_data.json,2020-08-07 01:46:26.487,2020-08-06 04:30:07.906,com.sec.android.app.shealth,-2,6218,1.3541545,4708.57,252.84999,VfS0qUERdZ,com.sec.android.app.shealth,57c5a715-4b22-445d-8899-d4e1590c9e52,1596672000000,
