com.samsung.shealth.exercise.weather,6212007,3
uv_index,sunset_time,start_time,latitude,custom,wind_direction,phrase,sundown_time,temperature_scale,content_provider,update_time,create_time,type,longitude,temperature,humidity,time_offset,deviceuuid,exercise_id,pkg_name,wind_speed_unit,forecast_time,wind_speed,icon_info_id,datauuid
,0,2020-08-19 23:14:32.300,43.69203,,N. 10,Fair,0,1,TWC,2020-08-19 23:14:32.302,2020-08-19 23:14:32.302,1,-79.5663,22.0,42,UTC-0400,im26HRLwRA,0f7ebf89-089d-4872-b441-1ce7d4ce7d63,com.sec.android.app.shealth,km/h,0,21.0,1,eb6ec8c2-36f6-47b5-ab82-fba3036321ae,
,0,2020-07-19 00:45:37.612,43.692062,,SSW. 210,Partly Cloudy,0,1,TWC,2020-07-19 00:45:37.613,2020-07-19 00:45:37.613,1,-79.56631,29.0,48,UTC-0400,im26HRLwRA,c81f6707-1cc2-422b-8ddc-58298bb1b375,com.sec.android.app.shealth,km/h,0,18.0,2,672e3509-04e1-4b1f-b82a-33eec84ebd7f,
,0,2020-07-23 02:00:16.376,43.69213,,SSW. 200,Rain Shower,0,1,TWC,2020-07-23 02:00:16.377,2020-07-23 02:00:16.377,1,-79.56614,23.0,91,UTC-0400,im26HRLwRA,247c9ef9-690b-4cfb-bdd0-c3f3b3a8ae65,com.sec.android.app.shealth,km/h,0,5.0,5,25023db1-741b-4e11-a25b-b177cfbff05c,
,0,2020-08-31 00:14:11.257,43.69202,,SE. 140,Partly Cloudy,0,1,TWC,2020-08-31 00:14:11.264,2020-08-31 00:14:11.264,1,-79.566284,19.0,58,UTC-0400,im26HRLwRA,edd155ff-fb47-44e5-aefb-5e1f98baad2e,com.sec.android.app.shealth,km/h,0,3.0,19,2987ee21-ae85-4918-9a29-894fd7df3a08,
,0,2020-07-23 23:34:16.884,43.686783,,NNW. 340,Fair,0,1,TWC,2020-07-23 23:34:16.888,2020-07-23 23:34:16.888,1,-79.565384,26.0,55,UTC-0400,im26HRLwRA,846648a2-32c5-4aba-9c65-d0bdf47cb1aa,com.sec.android.app.shealth,km/h,0,21.0,1,726132e6-6459-486f-b58b-657e1f616e08,
,0,2020-08-02 23:48:52.917,43.557945,,WSW. 240,Mostly Cloudy,0,1,TWC,2020-08-02 23:48:52.920,2020-08-02 23:48:52.920,1,-79.668785,24.0,73,UTC-0400,im26HRLwRA,e689c246-078e-481b-a0c2-68d61dad5dec,com.sec.android.app.shealth,km/h,0,23.0,3,3cf5b1ca-1fdd-47b8-b6a0-16f5e6971a02,
,0,2020-09-10 23:46:18.521,43.683422,,NNW. 340,Mostly Cloudy,0,1,TWC,2020-09-10 23:46:18.524,2020-09-10 23:46:18.524,1,-79.564545,15.0,73,UTC-0400,im26HRLwRA,23f19e2a-ddae-433a-8766-790c41c1e368,com.sec.android.app.shealth,km/h,0,21.0,3,ddbede2c-f5aa-49c2-86e1-bba52838ddc8,
,0,2020-08-03 00:12:16.437,43.550842,,WSW. 240,Mostly Cloudy,0,1,TWC,2020-08-03 00:12:16.440,2020-08-03 00:12:16.440,1,-79.65643,24.0,75,UTC-0400,im26HRLwRA,4c153cf6-3017-4177-8a4a-1e44d23a7181,com.sec.android.app.shealth,km/h,0,23.0,3,a3f57ef1-034e-445b-8910-832715f5fc47,
,0,2020-08-08 20:13:57.301,43.12407,,W. 280,Fair,0,1,TWC,2020-08-08 20:13:57.304,2020-08-08 20:13:57.304,1,-79.06745,28.0,36,UTC-0400,im26HRLwRA,bc74f6e5-67be-45c1-a7ab-d2d56092710b,com.sec.android.app.shealth,km/h,0,10.0,1,3e6a00ed-6bbf-48cf-b9e7-633aa0da852a,
,0,2020-10-08 00:36:49.977,43.692028,,WNW. 300,Fair,0,1,TWC,2020-10-08 00:36:49.979,2020-10-08 00:36:49.979,1,-79.56629,13.0,62,UTC-0400,im26HRLwRA,8ad030a3-f31b-46c7-8901-ffc4c861c89e,com.sec.android.app.shealth,km/h,0,23.0,18,db873f45-9768-4d59-ae50-fef740a454d8,
,0,2020-08-12 00:03:58.414,43.69199,,NW. 310,Sunny,0,1,TWC,2020-08-12 00:03:58.415,2020-08-12 00:03:58.415,1,-79.56633,26.0,46,UTC-0400,im26HRLwRA,bada4dbd-3e33-4575-8f70-eecf13c9ad30,com.sec.android.app.shealth,km/h,0,21.0,1,2670a7f1-7b9a-4abd-b24f-7d27f9576fb5,
,0,2020-11-03 23:06:49.014,43.692104,,ESE. 110,Mostly Cloudy,0,1,TWC,2020-11-03 23:06:49.018,2020-11-03 23:06:49.018,1,-79.56625,5.0,64,UTC-0500,im26HRLwRA,367cba18-7b16-4fb2-a1c7-747dc1228ea2,com.sec.android.app.shealth,km/h,0,14.0,3,3ce176e1-5068-4d36-8358-bbae677f596e,
,0,2020-08-21 23:36:41.345,43.683613,,WNW. 300,Mostly Cloudy,0,1,TWC,2020-08-21 23:36:41.346,2020-08-21 23:36:41.346,1,-79.56476,28.0,51,UTC-0400,im26HRLwRA,442e105b-57b7-42de-9d52-6d2d8eec6601,com.sec.android.app.shealth,km/h,0,14.0,3,74ee8e33-649d-48d2-b63e-1859f19e2368,
,0,2020-08-20 22:47:09.159,43.691895,,SSW. 200,Fair,0,1,TWC,2020-08-20 22:47:09.160,2020-08-20 22:47:09.160,1,-79.56618,26.0,52,UTC-0400,im26HRLwRA,35e19c3c-5230-4059-aec6-e28056d25c54,com.sec.android.app.shealth,km/h,0,27.0,1,525370c3-90f5-4056-8fd9-f91a01a8a246,
,0,2020-08-31 23:44:05.696,43.69193,,ENE. 70,Partly Cloudy,0,1,TWC,2020-08-31 23:44:05.699,2020-08-31 23:44:05.699,1,-79.56609,22.0,67,UTC-0400,im26HRLwRA,65fcb2be-8554-4573-a626-080832e4f4d4,com.sec.android.app.shealth,km/h,0,19.0,2,eb900e39-fc3e-4ad2-81cd-4637579f620b,
,0,2020-11-20 23:15:01.990,43.692158,,SW. 220,Mostly Cloudy,0,1,TWC,2020-11-20 23:15:01.995,2020-11-20 23:15:01.995,1,-79.565994,13.0,60,UTC-0500,im26HRLwRA,7ac8723b-82f1-4292-9f3e-c1f31a253267,com.sec.android.app.shealth,km/h,0,13.0,3,32af64a0-f009-4f7e-a845-12efda8aa4cd,
,0,2021-01-06 23:00:22.783,43.683994,,NNW. 340,Cloudy,0,1,TWC,2021-01-06 23:00:22.786,2021-01-06 23:00:22.786,1,-79.56431,1.0,72,UTC-0500,im26HRLwRA,63e5677f-147b-430d-95f0-e6bae8f76bec,com.sec.android.app.shealth,km/h,0,21.0,3,7a7d38f7-c4b6-42ef-a0cf-52d0ade3ac07,
,0,2020-09-14 00:38:41.242,43.691944,,WNW. 290,Partly Cloudy,0,1,TWC,2020-09-14 00:38:41.244,2020-09-14 00:38:41.244,1,-79.56596,19.0,69,UTC-0400,im26HRLwRA,a64558ef-2f4c-49b0-8840-b402a06cbf9c,com.sec.android.app.shealth,km/h,0,23.0,19,6237d2ed-94b1-4d63-b17e-14108f8c1fff,
,0,2021-01-14 22:34:52.778,43.683292,,ESE. 110,Cloudy,0,1,TWC,2021-01-14 22:34:52.780,2021-01-14 22:34:52.780,1,-79.564415,3.0,80,UTC-0500,im26HRLwRA,45f8a8b1-137d-4d0d-8b76-09deda1ca245,com.sec.android.app.shealth,km/h,0,10.0,3,e696a38b-0b0f-4530-8cfc-1fb42615b154,
,0,2020-10-08 23:42:15.765,43.692047,,N. 0,Partly Cloudy,0,1,TWC,2020-10-08 23:42:15.768,2020-10-08 23:42:15.768,1,-79.56629,11.0,82,UTC-0400,im26HRLwRA,8e4dfda9-e9ab-4025-98ef-2fdc3418382a,com.sec.android.app.shealth,km/h,0,2.0,19,986ab1e7-bba3-470a-ac01-9f32db8f0b50,
,0,2021-01-23 21:00:26.106,43.692043,,WNW. 300,Fair,0,1,TWC,2021-01-23 21:00:26.108,2021-01-23 21:00:26.108,1,-79.566284,-6.0,48,UTC-0500,im26HRLwRA,dbfda322-9376-4c38-947c-0d35b1160b7b,com.sec.android.app.shealth,km/h,0,27.0,1,018a7505-216b-46cf-bdd6-9a2532d1748f,
