com.samsung.shealth.rewards,6212007,4
number_of_streak,start_time,exercise_type,device_type,exercise_session_id,update_time,create_time,source_pkg_name,program_id,title,time_offset,extra_data,deviceuuid,pkg_name,controller_id,end_time,datauuid,is_visible
,2021-07-17 04:00:00.000,,100003,,2021-07-23 04:00:05.595,2021-07-17 23:53:58.683,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":7417}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2021-07-17 04:00:00.000,3be3a650-2f0e-4c3f-8860-f5368827da57,1,
,2020-09-21 04:00:00.000,,100003,,2020-09-27 04:00:04.157,2020-09-22 00:46:27.156,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":6163}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-09-21 04:00:00.000,12c972c5-9baf-4f3c-b186-b3c7ed3a3da2,1,
,2020-07-10 04:00:00.000,,10009,,2020-07-16 04:00:02.139,2020-07-11 00:30:28.870,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":7161}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-07-10 04:00:00.000,149e981e-8b4e-45a6-bd80-3e02a23bcdec,1,
,2021-07-31 04:00:00.000,,10009,,2021-08-06 04:00:05.516,2021-07-31 15:01:53.072,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":9223}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2021-07-31 04:00:00.000,4e759fdf-4fea-42ef-b93f-e9cacb8142c0,1,
,2020-09-30 02:06:13.116,,,,2020-10-08 00:19:36.515,2020-09-30 02:06:13.151,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":false,""mValue"":61,""mValue2"":60}",im26HRLwRA,com.sec.android.app.shealth,goal.activity,2020-09-30 02:06:13.116,979a95b4-f81f-4ea1-9d62-80524aea4765,0,
,2020-07-12 04:00:00.000,,10009,,2020-07-16 04:00:02.156,2020-07-12 14:25:34.033,,,tracker_pedometer_reward_most_walking_day,UTC-0400,"{""mTarget"":-1,""mValue"":22708}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-07-12 04:00:00.000,c107bf01-e717-4809-84d9-6ec2c95b5933,1,
,2021-08-07 04:00:00.000,,10009,,2021-08-13 04:00:05.921,2021-08-07 15:40:31.182,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":11178}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2021-08-07 04:00:00.000,bb5aa226-de68-4cde-9f3b-8b586c1f27f0,1,
,2020-10-09 01:06:46.522,,,,2020-10-16 23:13:30.060,2020-10-09 01:06:46.558,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":false,""mValue"":61,""mValue2"":60}",im26HRLwRA,com.sec.android.app.shealth,goal.activity,2020-10-09 01:06:46.522,7c2b8990-a0cb-4c86-9067-4b6bf4681336,0,
,2020-07-18 04:00:00.000,,10009,,2020-07-24 04:00:01.849,2020-07-18 12:29:59.095,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":20320}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-07-18 04:00:00.000,23f6e39d-edd9-415f-8ca5-e4c318c5d4a6,1,
,2021-08-23 04:00:00.000,,100003,,2021-08-29 04:00:32.237,2021-08-23 23:57:51.612,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":6226}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2021-08-23 04:00:00.000,44ad386c-d5c6-4810-8684-43bec8c4b7c7,1,
,2020-10-23 04:00:00.000,,100003,,2020-10-29 04:00:05.347,2020-10-24 02:57:26.241,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":6079}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-10-23 04:00:00.000,bfb8934e-72ee-4bcc-a8de-4a20ebdc9989,1,
,2020-07-20 04:00:00.000,,10009,,2020-07-26 04:00:01.670,2020-07-20 23:20:45.659,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":8260}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-07-20 04:00:00.000,9e4064f0-6023-4ab2-8b52-a21d20688255,1,
,2020-08-21 04:00:00.000,,100003,,2020-08-27 04:00:03.071,2020-08-22 03:33:29.169,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":6259}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-08-21 04:00:00.000,6e9e0904-1358-4f05-9368-2272652f0459,1,
,2020-07-22 04:00:00.000,,10009,,2020-07-28 04:00:01.515,2020-07-23 01:20:07.983,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":10282}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-07-22 04:00:00.000,a0350545-9375-4699-82e3-fa607b98d867,1,
,2021-01-10 05:00:00.000,,100003,,2021-01-16 05:00:04.339,2021-01-11 00:55:39.083,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":6542}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2021-01-10 05:00:00.000,a1dd1898-0759-414e-81ab-7c409f1dfbaf,1,
,2020-08-29 20:35:14.128,,,,2020-08-30 23:49:47.556,2020-08-29 20:35:14.948,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":false,""mValue"":121,""mValue2"":60}",im26HRLwRA,com.sec.android.app.shealth,goal.activity,2020-08-29 20:35:14.128,0ad68a40-d859-4d60-aba4-26cc7938ec00,0,
,2020-07-24 04:00:00.000,,10009,,2020-07-30 04:00:02.444,2020-07-24 23:44:25.257,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":7180}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-07-24 04:00:00.000,aa94784a-db1d-447f-a880-066bcaa6c89e,1,
,2021-02-15 03:14:43.392,,,,2021-03-03 23:36:26.499,2021-02-15 03:14:43.399,,,goal_activity_reward_goal_achieved,UTC-0500,"{""mIsCompleted"":false,""mValue"":62,""mValue2"":60}",im26HRLwRA,com.sec.android.app.shealth,goal.activity,2021-02-15 03:14:43.392,79cb49d5-4f4a-490b-b4b7-b5454e8d0131,0,
,2020-09-02 04:00:00.000,,100003,,2020-09-08 04:00:02.675,2020-09-02 23:53:45.163,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":7233}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-09-02 04:00:00.000,0fd5f527-38f5-444e-b40f-65d1238fbd11,1,
,2020-07-29 04:00:00.000,,10009,,2020-08-04 04:00:02.739,2020-07-29 23:58:31.668,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":6374}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-07-29 04:00:00.000,28babe61-b9cd-4879-8332-ace2ff86ab85,1,
,2021-03-06 05:00:00.000,,100003,,2021-03-12 05:04:18.564,2021-03-06 20:55:20.754,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":8135}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2021-03-06 05:00:00.000,88b4cefa-88e6-4e44-be3f-7746ef6f2d31,1,
,2020-09-05 04:00:00.000,,100003,,2020-09-11 04:00:03.073,2020-09-05 20:22:11.253,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":6454}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-09-05 04:00:00.000,0fb1d1c2-bb9d-452c-9591-2812ee85be6e,1,
,2020-08-02 00:15:02.423,,,,2020-08-03 00:30:14.310,2020-08-02 00:15:02.449,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":false,""mValue"":68,""mValue2"":60}",im26HRLwRA,com.sec.android.app.shealth,goal.activity,2020-08-02 00:15:02.423,25907633-ab68-4819-b691-52072b8d5356,0,
,2021-03-14 05:00:00.000,,10009,,2021-03-20 04:01:01.712,2021-03-15 01:37:40.875,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":6140}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2021-03-14 05:00:00.000,946d1c8e-89ae-40d7-8e84-544feb561c22,1,
,2020-09-10 04:00:00.000,,100003,,2020-09-16 04:00:03.094,2020-09-11 00:15:02.663,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":6616}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-09-10 04:00:00.000,007b2ac4-6145-40bf-9cba-ab1d5a22effb,1,
,2020-08-05 04:00:00.000,,10009,,2020-08-11 04:00:03.200,2020-08-05 22:55:27.797,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":6173}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-08-05 04:00:00.000,97381f52-27be-415c-b5a8-189dadddbb35,1,
,2021-03-19 04:00:00.000,,100003,,2021-03-25 04:01:09.734,2021-03-19 23:15:02.885,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":7638}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2021-03-19 04:00:00.000,efa98468-82bc-47bd-b61a-dbd54076b08f,1,
,2020-09-19 23:04:50.245,,,,2020-09-21 01:35:09.050,2020-09-19 23:04:50.295,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":false,""mValue"":71,""mValue2"":60}",im26HRLwRA,com.sec.android.app.shealth,goal.activity,2020-09-19 23:04:50.245,b10521af-d16e-404e-9b1b-7708751237a8,0,
,2020-08-07 23:04:33.884,,,,2020-08-08 19:35:02.269,2020-08-07 23:04:33.905,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":false,""mValue"":73,""mValue2"":60}",im26HRLwRA,com.sec.android.app.shealth,goal.activity,2020-08-07 23:04:33.884,ff4bfdf0-578d-48b1-ae4e-ff06c917b1da,0,
,2021-03-21 22:53:21.351,,,,2021-03-23 23:15:01.561,2021-03-21 22:53:21.376,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":false,""mValue"":70,""mValue2"":60}",im26HRLwRA,com.sec.android.app.shealth,goal.activity,2021-03-21 22:53:21.351,75716a98-a0e0-4cbe-bbe2-dd417ba397bf,0,
,2020-09-21 04:00:00.000,,10009,,2020-09-27 04:00:02.801,2020-09-22 00:46:26.159,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":6163}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-09-21 04:00:00.000,912d5dd5-c83a-4584-995b-d65e8d71dd4e,1,
,2020-11-28 05:00:00.000,,100003,,2020-12-04 05:00:05.949,2020-11-28 21:29:31.536,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":7215}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-11-28 05:00:00.000,d4a27f74-dfe6-4d58-a294-f179872a2a4c,1,
,2019-12-25 05:00:00.000,,10009,,2019-12-31 05:00:02.210,2019-12-26 00:55:13.235,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":7173}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2019-12-25 05:00:00.000,9e0010a6-4154-4f5f-b248-18a0d2d1c2fe,1,
,2020-09-29 04:00:00.000,,100003,,2020-10-05 04:00:04.307,2020-09-30 01:34:40.230,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":6490}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-09-29 04:00:00.000,0811927b-0539-4f2b-b2b6-d943bd0d6469,1,
,2021-01-23 05:00:00.000,,100003,,2021-01-29 05:01:28.969,2021-01-24 02:28:15.841,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":6127}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2021-01-23 05:00:00.000,ad07c984-11fc-4af4-b43a-956070bafff7,1,
,2020-02-16 05:00:00.000,,10009,,2020-02-22 05:41:13.517,2020-02-17 03:15:55.025,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":6278}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-02-16 05:00:00.000,784da65d-31b1-4601-849c-2b44b02bc4bf,1,
,2020-10-08 04:00:00.000,,100003,,2020-10-14 04:00:06.136,2020-10-09 01:03:25.674,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":6215}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-10-08 04:00:00.000,e444acd9-0fb8-46f5-8afa-bf9b63da34b2,1,
,2020-03-20 04:00:00.000,,10009,,2020-03-26 04:00:02.042,2020-03-20 23:21:09.034,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":8817}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-03-20 04:00:00.000,728f4e7a-ea68-4aef-a5f9-7eb7d18941b7,1,
,2020-08-11 23:52:41.203,,,,2020-08-14 02:28:46.663,2020-08-11 23:52:41.214,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":false,""mValue"":67,""mValue2"":60}",im26HRLwRA,com.sec.android.app.shealth,goal.activity,2020-08-11 23:52:41.203,8acec038-3671-41d8-9748-0cb2e24d37f2,0,
,2020-10-23 04:00:00.000,,10009,,2020-10-29 04:00:04.477,2020-10-24 02:57:25.519,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":6079}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-10-23 04:00:00.000,5779a00d-3ad9-4f87-be13-9d7c5393e498,1,
,2020-05-01 04:00:00.000,,10009,,2020-05-07 04:57:01.398,2020-05-01 22:55:28.124,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":8128}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-05-01 04:00:00.000,eb86d519-125e-41ad-b0a3-f12f0b76107e,1,
,2020-08-15 13:08:22.621,,,,2020-08-19 23:13:31.480,2020-08-15 13:08:22.626,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":false,""mValue"":162,""mValue2"":60}",im26HRLwRA,com.sec.android.app.shealth,goal.activity,2020-08-15 13:08:22.621,8d28f240-7765-448a-b358-1003c4d2f9c3,0,
,2020-11-28 05:00:00.000,,10009,,2020-12-04 05:00:04.514,2020-11-28 21:29:30.786,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":7215}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-11-28 05:00:00.000,cda80c29-3f8a-4725-b27c-8cc0fe891038,1,
,2020-05-07 04:00:00.000,,10009,,2020-05-13 04:00:01.766,2020-05-07 23:11:14.730,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":6023}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-05-07 04:00:00.000,5d6cc78e-c45d-4a70-b794-e0f8f06511bb,1,
,2021-01-23 05:00:00.000,,10009,,2021-01-29 05:00:43.048,2021-01-24 02:28:15.059,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":6127}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2021-01-23 05:00:00.000,58f3169d-94f0-445e-8881-f7db3a562e20,1,
,2020-08-20 22:46:08.481,,,,2020-08-22 03:31:05.157,2020-08-20 22:46:08.522,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":false,""mValue"":70,""mValue2"":60}",im26HRLwRA,com.sec.android.app.shealth,goal.activity,2020-08-20 22:46:08.481,5f2e060f-5fd2-410e-8a51-b4b2ec1b4136,0,
,2020-05-13 23:27:19.891,,,,2020-05-21 01:47:04.398,2020-05-13 23:27:19.901,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":false,""mValue"":65,""mValue2"":60}",im26HRLwRA,com.sec.android.app.shealth,goal.activity,2020-05-13 23:27:19.891,bebdd062-72b8-4765-aeef-f5e3cc08df87,0,
,2021-08-28 13:51:42.179,,,,2021-08-29 23:44:13.673,2021-08-28 13:51:42.203,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":true,""mValue"":106,""mValue2"":60}",im26HRLwRA,com.sec.android.app.shealth,goal.activity,2021-08-28 13:51:42.179,debbcef3-3979-4f03-b597-2359350ca4e5,0,
,2021-03-03 23:36:26.474,,,,2021-03-06 20:55:03.258,2021-03-03 23:36:26.540,,,goal_activity_reward_goal_achieved,UTC-0500,"{""mIsCompleted"":false,""mValue"":66,""mValue2"":60}",im26HRLwRA,com.sec.android.app.shealth,goal.activity,2021-03-03 23:36:26.474,0693aca3-5de5-483c-be26-f60943484a3d,0,
,2021-03-03 05:00:00.000,,10009,,2021-03-09 05:00:10.814,2021-03-03 23:36:26.466,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":7011}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2021-03-03 05:00:00.000,f108549f-67ec-445a-b806-8b4f134502fc,1,
,2021-03-24 04:00:00.000,,100003,,2021-03-30 04:00:08.264,2021-03-24 21:55:01.669,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":8215}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2021-03-24 04:00:00.000,2401e024-3eeb-41e9-a6a9-392b2bd0d610,1,
,2021-08-30 04:00:00.000,,100003,,2021-09-05 04:00:07.577,2021-08-31 00:15:02.372,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":6159}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2021-08-30 04:00:00.000,46d5b8c2-9c1c-4c86-bfd7-fbf76abe6684,1,
,2021-03-09 05:00:00.000,,100003,,2021-03-16 04:00:41.782,2021-03-09 22:40:49.339,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":7338}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2021-03-09 05:00:00.000,e4b47194-c3f5-408a-876e-4407dc828122,1,
,2021-03-09 05:00:00.000,,10009,,2021-03-15 04:00:33.482,2021-03-09 22:40:48.524,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":7338}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2021-03-09 05:00:00.000,fdeb8aa6-2168-4a95-96ef-57182fb30a6b,1,
,2021-09-04 04:00:00.000,,10009,,2021-09-10 04:00:06.443,2021-09-04 23:08:30.688,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":11904}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2021-09-04 04:00:00.000,c434e020-aed1-4f8a-baf2-41b1d0cc6b8c,1,
,2021-03-15 04:00:00.000,,10009,,2021-03-21 04:01:18.973,2021-03-15 21:46:30.516,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":7410}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2021-03-15 04:00:00.000,aa465102-1a93-4a8b-bf3e-f7149157e182,1,
,2021-03-27 22:19:00.198,,,,2021-03-29 21:55:30.525,2021-03-27 22:19:00.247,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":true,""mValue"":78,""mValue2"":60}",im26HRLwRA,com.sec.android.app.shealth,goal.activity,2021-03-27 22:19:00.198,9931a5ac-3061-4f6f-92c9-2e455faf9860,0,
,2021-03-14 05:00:00.000,,100003,,2021-03-20 04:01:03.222,2021-03-15 01:37:41.757,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":6140}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2021-03-14 05:00:00.000,4f890658-1659-41f4-8d81-a4989b416a8f,1,
,2021-03-20 04:00:00.000,,10009,,2021-03-26 04:00:09.450,2021-03-20 22:26:33.079,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":6332}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2021-03-20 04:00:00.000,74672bc0-dc09-49d2-b74d-8af38c68a708,1,
,2021-03-19 23:23:18.584,,,,2021-03-20 22:27:33.044,2021-03-19 23:23:18.600,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":false,""mValue"":74,""mValue2"":60}",im26HRLwRA,com.sec.android.app.shealth,goal.activity,2021-03-19 23:23:18.584,85043eed-12ce-4ffc-a9d3-795e9fa5acf9,0,
,2020-08-22 04:00:00.000,,10009,,2020-08-28 04:00:01.850,2020-08-23 01:01:45.855,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":7204}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-08-22 04:00:00.000,0e9c8c56-de8f-4eb1-956f-875233f64f4b,1,
,2021-03-23 04:00:00.000,,10009,,2021-03-29 04:00:04.949,2021-03-23 22:58:03.216,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":8281}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2021-03-23 04:00:00.000,385477f3-2c64-49fa-9748-4a29f5a5a9c3,1,
,2021-09-15 04:00:00.000,,10009,,2021-09-21 04:00:58.199,2021-09-15 23:22:21.076,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":6337}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2021-09-15 04:00:00.000,077fe8bc-fece-4331-8a54-1043d6bce05d,1,
,2020-08-30 04:00:00.000,,100003,,2020-09-05 04:00:06.374,2020-08-30 23:48:42.291,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":8592}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-08-30 04:00:00.000,b93e738a-72f4-4370-afb6-edf3fc62436c,1,
,2021-03-25 04:00:00.000,,10009,,2021-03-31 04:00:37.449,2021-03-25 22:52:07.098,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":8870}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2021-03-25 04:00:00.000,aa4b8894-95d9-4ed0-8407-a96e92fef9e0,1,
,2021-09-30 04:00:00.000,,100003,,2021-10-06 04:01:12.741,2021-09-30 22:55:02.665,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":7017}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2021-09-30 04:00:00.000,60083452-b4da-49d4-a675-e749a332cb38,1,
,2020-09-03 23:55:36.864,,,,2020-09-05 19:04:21.501,2020-09-03 23:55:36.910,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":false,""mValue"":80,""mValue2"":60}",im26HRLwRA,com.sec.android.app.shealth,goal.activity,2020-09-03 23:55:36.864,1b001fac-2633-4113-af9c-b0f8264ac4e6,0,
,2021-03-29 04:00:00.000,,10009,,2021-04-04 04:00:36.629,2021-03-29 21:55:30.294,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":9535}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2021-03-29 04:00:00.000,79640305-bbc5-4911-b5e9-ff68fcb92dc8,1,
,2021-10-08 04:00:00.000,,100003,,2021-10-14 04:00:06.694,2021-10-09 02:28:41.873,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":9997}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2021-10-08 04:00:00.000,be79d905-0f0a-45da-af4d-716da15dd283,1,
,2021-03-31 04:00:00.000,,100003,,2021-04-06 04:00:04.257,2021-03-31 22:38:01.928,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":6404}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2021-03-31 04:00:00.000,066f5388-8163-4263-a406-46fc3e3dc6cb,1,
,2020-09-09 04:00:00.000,,100003,,2020-09-15 04:00:03.583,2020-09-09 23:35:27.093,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":6522}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-09-09 04:00:00.000,b26e28b7-4b78-4cf7-9748-74e9776cb195,1,
,2021-04-03 03:57:50.019,,,,2021-04-18 22:55:02.293,2021-04-03 03:57:50.052,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":false,""mValue"":60,""mValue2"":60}",im26HRLwRA,com.sec.android.app.shealth,goal.activity,2021-04-03 03:57:50.019,0d925ddc-23e2-44c1-95cb-4b7893cfaeb3,0,
,2021-10-13 04:00:00.000,,100003,,2021-10-19 04:01:35.909,2021-10-13 23:09:25.240,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":6801}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2021-10-13 04:00:00.000,e0f33b23-e326-4ae3-ab0a-f8a7eef2c173,1,
,2021-04-24 04:00:00.000,,10009,,2021-04-30 04:00:06.852,2021-04-25 00:51:39.174,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":6243}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2021-04-24 04:00:00.000,26c74197-7879-4567-9c22-dea007164f89,1,
,2020-09-13 04:00:00.000,,10009,,2020-09-19 04:12:50.787,2020-09-13 05:32:53.914,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":11600}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-09-13 04:00:00.000,06aa1c0e-4e22-402a-989b-89a33e26bee7,1,
,2021-04-25 00:55:01.180,,,,2021-05-15 15:31:59.197,2021-04-25 00:55:01.230,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":false,""mValue"":61,""mValue2"":60}",im26HRLwRA,com.sec.android.app.shealth,goal.activity,2021-04-25 00:55:01.180,2fca3917-bbfb-4281-ba71-bbed16c299e3,0,
,2021-11-03 04:00:00.000,,100003,,2021-11-09 05:01:35.130,2021-11-03 17:18:06.426,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":7276}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2021-11-03 04:00:00.000,7b9609ce-efa5-460f-8e40-282896e2e868,1,
,2021-05-23 04:00:00.000,,10009,,2021-05-29 04:00:04.935,2021-05-23 22:02:21.531,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":9582}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2021-05-23 04:00:00.000,abb1ed84-3789-4d40-b3a0-64b1a25f53a9,1,
