com.samsung.shealth.rewards,6212007,4
number_of_streak,start_time,exercise_type,device_type,exercise_session_id,update_time,create_time,source_pkg_name,program_id,title,time_offset,extra_data,deviceuuid,pkg_name,controller_id,end_time,datauuid,is_visible
,2020-10-07 04:00:00.000,,100003,,2020-10-13 04:00:06.506,2020-10-08 00:19:37.283,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":7334}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-10-07 04:00:00.000,2264e0be-9920-4c46-85a2-379f3a23716d,1,
,2020-08-01 00:02:19.199,,,,2020-08-02 00:15:02.436,2020-08-01 00:02:19.217,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":false,""mValue"":69,""mValue2"":60}",im26HRLwRA,com.sec.android.app.shealth,goal.activity,2020-08-01 00:02:19.199,ca2e7a94-cf35-4282-8f02-73cfc047fb66,0,
,2020-06-04 02:43:39.121,,,,2020-06-08 22:58:47.721,2020-06-04 02:43:39.133,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":false,""mValue"":60,""mValue2"":60}",im26HRLwRA,com.sec.android.app.shealth,goal.activity,2020-06-04 02:43:39.121,346e8d7e-47c6-4026-b14a-05115945758a,0,
,2020-10-16 04:00:00.000,,100003,,2020-10-22 04:00:06.547,2020-10-16 23:13:31.283,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":7291}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-10-16 04:00:00.000,0d6bda32-1892-45aa-830d-9830a8005455,1,
,2020-06-30 04:00:00.000,,10009,,2020-07-06 04:00:02.376,2020-07-01 00:04:05.239,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":7520}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-06-30 04:00:00.000,ed861261-bf23-40d9-9a81-adeddd055650,1,
,2020-11-11 05:00:00.000,,100003,,2020-11-17 05:00:11.159,2020-11-11 22:45:27.620,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":7779}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-11-11 05:00:00.000,188e012a-78b0-48ce-8fcc-2d25476bbc4d,1,
,2020-07-04 21:11:00.194,,,,2020-07-06 23:23:51.413,2020-07-04 21:11:00.228,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":false,""mValue"":104,""mValue2"":60}",im26HRLwRA,com.sec.android.app.shealth,goal.activity,2020-07-04 21:11:00.194,9841609b-b468-495f-aacb-16a82512a033,0,
,2021-01-11 00:55:38.311,,,,2021-01-24 02:53:19.641,2021-01-11 00:55:38.333,,,goal_activity_reward_goal_achieved,UTC-0500,"{""mIsCompleted"":false,""mValue"":65,""mValue2"":60}",im26HRLwRA,com.sec.android.app.shealth,goal.activity,2021-01-11 00:55:38.311,75548f6f-fbf3-45f9-9cfa-e1a1f1200574,0,
,2020-07-07 04:00:00.000,,10009,,2020-07-13 04:00:02.541,2020-07-07 23:05:42.535,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":8676}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-07-07 04:00:00.000,60b3ef38-f222-489a-938a-a33d9784b5e8,1,
,2021-02-14 05:00:00.000,,100003,,2021-02-20 05:00:17.982,2021-02-15 00:47:54.982,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":6317}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2021-02-14 05:00:00.000,dfa039e3-be22-49de-ba5f-46ef8138f6db,1,
,2020-07-09 04:00:00.000,,100003,,2020-07-15 04:00:01.033,2020-07-09 14:54:52.181,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":6936}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-07-09 04:00:00.000,0880db21-1cd7-4213-a625-038804d5403d,1,
,2020-07-21 04:00:00.000,,10009,,2020-07-27 04:00:02.816,2020-07-21 22:38:13.135,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":7525}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-07-21 04:00:00.000,8086a132-112e-4b6f-b9c6-86f5b6db5c81,1,
,2020-07-12 04:00:00.000,,100003,,2020-07-18 04:00:01.384,2020-07-12 12:13:00.856,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":22708}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-07-12 04:00:00.000,ac20042a-bc80-46d8-b3d8-f880516d90cf,1,
,2020-07-24 00:11:34.561,,,,2020-07-24 23:44:25.260,2020-07-24 00:11:34.584,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":false,""mValue"":68,""mValue2"":60}",im26HRLwRA,com.sec.android.app.shealth,goal.activity,2020-07-24 00:11:34.561,225f80fa-6f58-4cb3-81be-d2644f190e0a,0,
,2020-07-15 04:00:00.000,,100003,,2020-07-21 04:00:03.874,2020-07-15 13:33:00.854,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":11996}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-07-15 04:00:00.000,2b712145-eff8-4602-97a6-247f1aaf7e9c,1,
,2020-07-27 04:00:00.000,,10009,,2020-08-02 04:00:33.592,2020-07-27 23:33:30.713,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":7220}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-07-27 04:00:00.000,1a602f03-7bab-4cec-a9e7-4f1ca73e88d3,1,
,2020-08-02 04:00:00.000,,100003,,2020-08-08 04:00:04.758,2020-08-03 00:35:03.191,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":10523}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-08-02 04:00:00.000,c1efe3a7-9e8d-4b79-ad25-54cfa3c0bbdb,1,
,2020-07-31 04:00:00.000,,10009,,2020-08-06 04:00:00.787,2020-07-31 23:55:01.494,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":7426}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-07-31 04:00:00.000,d5fa485f-5cf3-4564-bc54-0b1e56482ce8,1,
,2020-08-07 04:00:00.000,,10009,,2020-08-13 04:00:01.936,2020-08-07 23:04:33.677,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":7132}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-08-07 04:00:00.000,c85f3ccf-d328-4ac8-a44b-1cd16daeb915,1,
,2020-08-03 00:30:14.256,,,,2020-08-07 01:25:00.779,2020-08-03 00:30:14.323,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":true,""mValue"":106,""mValue2"":60}",im26HRLwRA,com.sec.android.app.shealth,goal.activity,2020-08-03 00:30:14.256,d5762f6d-fef7-40ed-aaf5-d9d1920a12c3,0,
,2020-08-11 04:00:00.000,,10009,,2020-08-17 04:00:02.222,2020-08-11 23:52:41.115,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":6721}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-08-11 04:00:00.000,c375eba6-368b-41b2-9d8e-8779b00595e5,1,
,2020-08-06 04:00:00.000,,10009,,2020-08-12 04:00:01.736,2020-08-07 01:27:13.960,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":6218}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-08-06 04:00:00.000,fc5241cd-535b-420f-b4f0-35d600fc443e,1,
,2020-08-15 04:00:00.000,,10009,,2020-08-21 04:00:01.927,2020-08-15 13:08:22.360,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":16568}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-08-15 04:00:00.000,ff7b2f73-25f8-46ab-a00e-3b51de932bf5,1,
,2020-08-08 19:35:02.246,,,,2020-08-11 23:52:41.210,2020-08-08 19:35:02.273,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":false,""mValue"":105,""mValue2"":60}",im26HRLwRA,com.sec.android.app.shealth,goal.activity,2020-08-08 19:35:02.246,a2493abc-4b29-4022-bd8d-ca3e114430f7,0,
,2020-08-20 04:00:00.000,,10009,,2020-08-26 04:00:01.592,2020-08-20 22:46:08.441,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":6982}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-08-20 04:00:00.000,8443dd2e-8190-4c53-81cc-d406cdf200a0,1,
,2020-08-13 04:00:00.000,,100003,,2020-08-19 04:00:04.277,2020-08-14 00:07:37.145,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":6089}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-08-13 04:00:00.000,72d1d991-195b-485f-a684-3a5097087ce6,1,
,2020-07-19 04:00:00.000,,100003,,2020-07-25 04:00:02.596,2020-07-19 23:34:00.709,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":9773}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-07-19 04:00:00.000,7c002870-cec3-4086-8179-723b2454af7e,1,
,2020-08-23 00:55:33.171,,,,2020-08-29 20:35:14.924,2020-08-23 00:55:33.217,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":false,""mValue"":78,""mValue2"":60}",im26HRLwRA,com.sec.android.app.shealth,goal.activity,2020-08-23 00:55:33.171,6e5eaa1d-5e46-4130-8966-16bba1cf6aa1,0,
,2020-08-19 23:13:31.457,,,,2020-08-20 22:46:08.530,2020-08-19 23:13:31.508,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":false,""mValue"":65,""mValue2"":60}",im26HRLwRA,com.sec.android.app.shealth,goal.activity,2020-08-19 23:13:31.457,9080e8d1-26ec-4f43-83b5-2eb49cc5ceeb,0,
,2020-07-21 04:00:00.000,,100003,,2020-07-27 04:00:04.884,2020-07-21 22:44:29.297,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":7525}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-07-21 04:00:00.000,03b22953-a8c6-4d56-9f22-cc6d4d1b9ffb,1,
,2019-12-23 04:32:33.159,,,,2019-12-26 01:05:46.553,2019-12-23 04:32:33.213,,,goal_activity_reward_goal_achieved,UTC-0500,"{""mIsCompleted"":false,""mValue"":60,""mValue2"":60}",im26HRLwRA,com.sec.android.app.shealth,goal.activity,2019-12-23 04:32:33.159,70cd5b30-e598-4c0b-86af-4e16cc2e0c19,0,
,2020-08-21 04:00:00.000,,10009,,2020-08-27 04:00:01.756,2020-08-22 03:33:28.393,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":6259}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-08-21 04:00:00.000,faed82db-ca25-4462-bc35-40b1ff60e473,1,
,2021-03-06 20:55:03.247,,,,2021-03-09 22:45:19.337,2021-03-06 20:55:03.296,,,goal_activity_reward_goal_achieved,UTC-0500,"{""mIsCompleted"":false,""mValue"":81,""mValue2"":60}",im26HRLwRA,com.sec.android.app.shealth,goal.activity,2021-03-06 20:55:03.247,0d008cd6-60fb-42c3-bc7a-483703d50839,0,
,2020-07-23 04:00:00.000,,10009,,2020-07-29 04:00:01.647,2020-07-24 00:11:35.126,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":6516}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-07-23 04:00:00.000,d9c80b67-e763-48d1-9985-e030b8382e9c,1,
,2020-02-16 23:35:31.003,,,,2020-03-13 00:54:29.574,2020-02-16 23:35:31.043,,,goal_activity_reward_goal_achieved,UTC-0500,"{""mIsCompleted"":false,""mValue"":67,""mValue2"":60}",im26HRLwRA,com.sec.android.app.shealth,goal.activity,2020-02-16 23:35:31.003,fb04ab9b-6eae-49b8-b54f-3142139d5256,0,
,2020-08-29 04:00:00.000,,100003,,2020-09-04 04:00:04.412,2020-08-29 20:30:25.175,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":13060}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-08-29 04:00:00.000,1413ddff-62bd-49e4-8c17-86fd6b4d8893,1,
,2021-03-10 05:00:00.000,,100003,,2021-03-17 04:00:14.400,2021-03-10 23:55:04.031,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":6646}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2021-03-10 05:00:00.000,3e32ad40-8dae-4ddd-93f3-1bbc635c2636,1,
,2020-07-27 23:33:30.702,,,,2020-07-29 23:58:31.756,2020-07-27 23:33:30.736,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":false,""mValue"":73,""mValue2"":60}",im26HRLwRA,com.sec.android.app.shealth,goal.activity,2020-07-27 23:33:30.702,a0352d90-50a1-4549-a389-0b274018dfff,0,
,2020-03-13 04:00:00.000,,100003,,2020-03-19 04:00:02.411,2020-03-14 02:14:57.663,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":6228}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-03-13 04:00:00.000,d64b85a4-6075-46da-b8c1-4b9eedcfe592,1,
,2021-03-19 04:00:00.000,,10009,,2021-03-25 04:01:07.770,2021-03-19 23:15:01.964,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":7638}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2021-03-19 04:00:00.000,b406c58c-190b-4c5d-89ec-b01df316a2d1,1,
,2020-07-31 04:00:00.000,,100003,,2020-08-06 04:00:02.166,2020-08-01 00:00:09.889,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":7426}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-07-31 04:00:00.000,b9b26de7-bde2-41ca-bbc7-913846849a64,1,
,2020-04-23 23:02:56.864,,,,2020-05-01 22:55:28.456,2020-04-23 23:02:56.895,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":false,""mValue"":65,""mValue2"":60}",im26HRLwRA,com.sec.android.app.shealth,goal.activity,2020-04-23 23:02:56.864,50a3d586-8855-4f50-8332-aacf01a45a5c,0,
,2020-09-02 23:53:44.322,,,,2020-09-03 23:55:36.902,2020-09-02 23:53:44.328,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":false,""mValue"":72,""mValue2"":60}",im26HRLwRA,com.sec.android.app.shealth,goal.activity,2020-09-02 23:53:44.322,980a5324-204f-43de-b5dc-de1dea7f8a66,0,
,2021-03-21 04:00:00.000,,10009,,2021-03-27 04:00:05.467,2021-03-21 22:53:21.119,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":7291}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2021-03-21 04:00:00.000,43bc9e01-a41b-47f7-b96f-8ed43e069ead,1,
,2020-08-02 04:00:00.000,,10009,,2020-08-08 04:00:03.262,2020-08-03 00:35:02.302,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":10523}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-08-02 04:00:00.000,79ff247f-19d2-4a7c-b438-abcc3e0d7ade,1,
,2020-05-06 22:55:01.090,,,,2020-05-13 23:27:19.899,2020-05-06 22:55:01.114,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":false,""mValue"":61,""mValue2"":60}",im26HRLwRA,com.sec.android.app.shealth,goal.activity,2020-05-06 22:55:01.090,43538418-82c4-46c1-9388-59f512a3b843,0,
,2020-09-05 04:00:00.000,,10009,,2020-09-11 04:00:01.670,2020-09-05 20:22:10.356,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":6454}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-09-05 04:00:00.000,9373fb58-7c5c-48e2-b3b8-eb599e1d4fa9,1,
,2021-03-24 04:00:00.000,,10009,,2021-03-30 04:00:06.677,2021-03-24 21:55:00.701,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":8215}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2021-03-24 04:00:00.000,723e7eb4-afdf-44a1-93f1-66bb6e0ea725,1,
,2020-08-06 04:00:00.000,,100003,,2020-08-12 04:00:03.387,2020-08-07 01:27:14.845,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":6218}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-08-06 04:00:00.000,73f53ab9-80d7-40fb-94c9-5dffb79d5396,1,
,2020-09-11 00:15:01.988,,,,2020-09-11 01:30:02.803,2020-09-11 00:15:02.025,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":false,""mValue"":63,""mValue2"":60}",im26HRLwRA,com.sec.android.app.shealth,goal.activity,2020-09-11 00:15:01.988,b4bf44aa-304d-4227-8c2b-9db4350584db,0,
,2020-05-13 04:00:00.000,,100003,,2020-05-19 04:00:00.881,2020-05-13 23:25:48.573,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":6401}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-05-13 04:00:00.000,9b173492-e9e9-4666-b96b-20788dd758b1,1,
,2021-03-27 04:00:00.000,,10009,,2021-04-02 04:00:04.370,2021-03-27 22:19:00.185,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":7551}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2021-03-27 04:00:00.000,eed50271-be45-4a6d-8b6d-9fda6227dae1,1,
,2020-08-08 04:00:00.000,,100003,,2020-08-14 04:00:34.991,2020-08-08 19:37:21.367,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":9797}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-08-08 04:00:00.000,d7ba9146-88db-4c53-b9a6-cc0b1f2ba7e2,1,
,2020-08-30 04:00:00.000,,10009,,2020-09-05 04:00:04.775,2020-08-30 23:48:41.488,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":8592}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-08-30 04:00:00.000,c50b6b26-35e8-424f-b4ca-2656b0f7907b,1,
,2020-09-14 04:00:00.000,,100003,,2020-09-20 04:00:02.258,2020-09-15 00:39:19.202,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":6052}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-09-14 04:00:00.000,207b0ac0-f04a-4771-9814-e23dc404f6d7,1,
,2021-03-31 04:00:00.000,,10009,,2021-04-06 04:00:03.503,2021-03-31 22:35:46.807,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":6404}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2021-03-31 04:00:00.000,972bf2b1-3154-49a2-829b-c226d2cd1882,1,
,2020-09-03 04:00:00.000,,10009,,2020-09-09 04:00:01.763,2020-09-03 23:55:35.617,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":8010}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-09-03 04:00:00.000,fae5a48c-bae7-455b-a6ff-37153b7f88c4,1,
,2020-09-21 01:35:09.025,,,,2020-09-28 23:30:00.432,2020-09-21 01:35:09.059,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":false,""mValue"":62,""mValue2"":60}",im26HRLwRA,com.sec.android.app.shealth,goal.activity,2020-09-21 01:35:09.025,9a0ee134-92fa-4611-9c72-d38022fc43b8,0,
,2021-04-18 04:00:00.000,,100003,,2021-04-24 04:00:07.575,2021-04-18 22:55:03.217,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":7853}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2021-04-18 04:00:00.000,14d9efdb-8fa3-44ac-b003-dcf508e23881,1,
,2020-09-09 04:00:00.000,,10009,,2020-09-15 04:00:02.314,2020-09-09 23:35:26.287,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":6522}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-09-09 04:00:00.000,479c3880-28ca-47a6-90ec-4e15ebfab550,1,
,2020-09-29 04:00:00.000,,10009,,2020-10-05 04:00:03.606,2020-09-30 01:34:39.039,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":6490}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-09-29 04:00:00.000,ebf9eb12-3b8e-4c7b-9133-60d32f95cfc2,1,
,2021-05-15 15:31:59.188,,,,2021-05-23 22:02:21.699,2021-05-15 15:31:59.202,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":false,""mValue"":94,""mValue2"":60}",im26HRLwRA,com.sec.android.app.shealth,goal.activity,2021-05-15 15:31:59.188,7d6389e8-2de9-4f64-b6c7-f1200892ea0e,0,
,2020-05-23 04:00:00.000,,10009,,2020-05-29 04:00:02.175,2020-05-23 22:00:27.703,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":16951}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-05-23 04:00:00.000,076f238a-a32b-40fa-bd71-f621f861a78a,1,
,2020-10-08 04:00:00.000,,10009,,2020-10-14 04:00:04.668,2020-10-09 01:03:24.883,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":6215}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-10-08 04:00:00.000,dcd5a733-75dc-442f-a745-64b526bf26de,1,
,2021-05-24 04:00:00.000,,100003,,2021-05-30 04:00:05.303,2021-05-24 15:17:01.165,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":6882}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2021-05-24 04:00:00.000,52bceb42-319e-45fb-abd5-9b95680e22d8,1,
,2020-06-01 04:00:00.000,,100003,,2020-06-07 04:00:37.721,2020-06-01 23:23:08.681,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":7666}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-06-01 04:00:00.000,47a7472a-fe46-40a8-9221-e12a14a20827,1,
,2021-06-05 14:27:30.623,,,,2021-06-12 01:27:20.058,2021-06-05 14:27:30.628,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":false,""mValue"":105,""mValue2"":60}",im26HRLwRA,com.sec.android.app.shealth,goal.activity,2021-06-05 14:27:30.623,3efd8b6f-9218-4379-8b9d-a4fd071031a1,0,
,2020-06-08 04:00:00.000,,100003,,2020-06-14 04:00:02.902,2020-06-08 22:55:02.567,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":7001}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-06-08 04:00:00.000,abcebd31-b693-4e6f-900c-5a6d841490ef,1,
,2020-10-24 02:40:24.064,,,,2020-11-11 22:35:02.828,2020-10-24 02:40:24.086,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":false,""mValue"":61,""mValue2"":60}",im26HRLwRA,com.sec.android.app.shealth,goal.activity,2020-10-24 02:40:24.064,0e31cbb3-1012-4272-bbfa-0963c0d9f43a,0,
,2021-06-20 04:00:00.000,,100003,,2021-06-26 04:00:05.518,2021-06-20 19:30:21.186,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":6345}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2021-06-20 04:00:00.000,cddef4b1-86d3-41ba-a514-82795fd2c933,1,
,2020-06-30 04:00:00.000,,100003,,2020-07-06 04:00:02.954,2020-07-01 00:04:06.008,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":7520}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-06-30 04:00:00.000,0e678ca9-d7ec-48ad-a56d-9af05b78fe48,1,
,2020-11-28 21:15:17.682,,,,2020-12-14 03:18:10.879,2020-11-28 21:15:17.740,,,goal_activity_reward_goal_achieved,UTC-0500,"{""mIsCompleted"":false,""mValue"":78,""mValue2"":60}",im26HRLwRA,com.sec.android.app.shealth,goal.activity,2020-11-28 21:15:17.682,e8e95d55-dfb9-4cfd-8a57-5f665128fce5,0,
,2020-08-14 02:28:46.657,,,,2020-08-15 13:08:22.625,2020-08-14 02:28:46.666,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":false,""mValue"":60,""mValue2"":60}",im26HRLwRA,com.sec.android.app.shealth,goal.activity,2020-08-14 02:28:46.657,019459ce-4175-49e9-ac12-a013ee2c496e,0,
,2020-09-13 05:32:53.859,,,,2020-09-19 23:04:50.291,2020-09-13 05:32:53.865,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":false,""mValue"":118,""mValue2"":60}",im26HRLwRA,com.sec.android.app.shealth,goal.activity,2020-09-13 05:32:53.859,6cbba439-d55f-4fa5-92c0-3f73c67b59e2,0,
,2020-07-04 04:00:00.000,,100003,,2020-07-10 04:00:02.956,2020-07-04 21:25:04.933,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":9871}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-07-04 04:00:00.000,a7a15187-ead5-4029-80b9-8b7d52b3e8db,1,
,2020-08-19 04:00:00.000,,100003,,2020-08-25 04:00:03.543,2020-08-19 23:13:32.282,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":6458}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-08-19 04:00:00.000,71a8a357-9425-4923-91b8-148e9772f5d3,1,
,2020-09-19 04:00:00.000,,10009,,2020-09-25 04:00:03.253,2020-09-19 23:07:01.132,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":6775}",im26HRLwRA,com.sec.android.app.shealth,tracker.pedometer,2020-09-19 04:00:00.000,9674f2d4-e3c4-4c89-971e-e78f5030df14,1,
,2020-07-07 23:09:55.983,,,,2020-07-09 23:53:01.228,2020-07-07 23:09:56.053,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":false,""mValue"":79,""mValue2"":60}",im26HRLwRA,com.sec.android.app.shealth,goal.activity,2020-07-07 23:09:55.983,2fd92438-9f73-41f3-9a16-72ffdcd74ba4,0,
