com.samsung.shealth.tracker.pedometer_step_count,6212007,2
duration,version_code,run_step,walk_step,com.samsung.health.step_count.start_time,com.samsung.health.step_count.sample_position_type,com.samsung.health.step_count.custom,com.samsung.health.step_count.update_time,com.samsung.health.step_count.create_time,com.samsung.health.step_count.count,com.samsung.health.step_count.speed,com.samsung.health.step_count.distance,com.samsung.health.step_count.calorie,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.end_time,com.samsung.health.step_count.datauuid
5760,4,0,9,2022-05-12 10:51:00.000,,,2022-05-12 10:52:44.496,2022-05-12 10:52:44.496,9,1.1388888,6.56,0.41,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-12 10:52:00.000,7cab4789-2230-49f9-a7bc-853e01100b74,
36225,4,0,46,2022-05-13 11:24:00.000,,,2022-05-13 11:24:36.943,2022-05-13 11:24:00.487,46,0.88888925,32.200012,2.299999,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-13 11:25:00.000,c6daa047-a218-4653-80b6-d5e92c28667d,
60000,4,0,118,2022-05-11 12:21:00.000,,,2022-05-11 12:26:14.720,2022-05-11 12:26:14.720,118,1.5336666,92.02,4.72,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-11 12:22:00.000,44147827-cd8f-4a8c-aac6-8f1ff0accd18,
4402,4,0,6,2022-05-14 01:32:00.000,,,2022-05-14 01:32:42.202,2022-05-14 01:32:42.202,6,0.97222215,4.28,0.28,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-14 01:33:00.000,7b184ade-2345-4e42-abcf-325b7cfa94c4,
3482,4,0,6,2022-05-14 01:33:00.000,,,2022-05-14 01:33:09.222,2022-05-14 01:33:09.222,6,1.2777778,4.45,0.27,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-14 01:34:00.000,fab83637-35e3-403b-9651-9f84e6bfc50b,
43443,4,0,70,2022-05-09 12:30:00.000,,,2022-05-09 12:32:16.089,2022-05-09 12:30:18.891,77,1.3316225,57.85,3.19,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-09 12:31:00.000,b5c4b436-99d8-4fbc-b3d9-3f914a82eb2f,
60000,4,0,108,2022-05-14 23:09:00.000,,,2022-05-14 23:15:26.700,2022-05-14 23:15:26.700,108,1.3681667,82.09,4.32,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-14 23:10:00.000,a2203008-6cd9-445b-8281-2709a9f117d5,
3015,4,0,6,2022-05-14 01:34:00.000,,,2022-05-14 01:34:59.885,2022-05-14 01:34:59.885,6,1.4722222,4.44,0.27,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-14 01:35:00.000,477d3502-503a-4ed9-9c48-7602250f6fb8,
58073,4,0,117,2022-05-11 12:22:00.000,,,2022-05-11 12:26:14.733,2022-05-11 12:26:14.733,117,1.5833334,91.95,4.68,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-11 12:23:00.000,363a56e9-defa-491b-b2c9-af8b60a92144,
5888,4,0,8,2022-05-09 13:12:00.000,,,2022-05-09 13:15:01.468,2022-05-09 13:12:59.045,8,0.95784223,5.64,0.38,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-09 13:13:00.000,8877f624-7753-4a84-8682-2a1356add92d,
6506,4,0,11,2022-05-14 01:35:00.000,,,2022-05-14 01:35:11.698,2022-05-14 01:35:00.213,11,1.2724963,8.28,0.47,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-14 01:36:00.000,7acaccc2-ddbd-4fec-9864-f4736d90311a,
50478,4,0,64,2022-05-13 11:27:00.000,,,2022-05-13 11:35:01.040,2022-05-13 11:27:20.589,64,0.8888889,44.87,3.1,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-13 11:28:00.000,b308e8e5-fb35-4cbb-8a98-c8cc9fa696e2,
57246,4,0,117,2022-05-11 12:23:00.000,,,2022-05-11 12:26:14.756,2022-05-11 12:26:14.756,117,1.6111112,92.23,4.68,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-11 12:24:00.000,ef32684a-ef3d-49df-9e2c-f6059483f964,
17436,4,0,30,2022-05-09 16:55:00.000,,,2022-05-09 16:57:40.362,2022-05-09 16:57:40.362,30,1.2777778,22.28,1.28,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-09 16:56:00.000,af622ff8-1ab3-4f90-a51a-5007e7849d48,
37935,4,0,48,2022-05-13 11:28:00.000,,,2022-05-13 11:35:01.074,2022-05-13 11:35:01.074,48,0.8888889,33.72,2.4,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-13 11:29:00.000,77dbc6ab-6d57-477e-bfdd-66b2a036ce47,
37052,4,0,65,2022-05-11 12:24:00.000,,,2022-05-11 12:26:14.781,2022-05-11 12:26:14.781,71,1.4722222,54.55,2.91,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-11 12:25:00.000,21ac1490-db70-4fd8-89c6-bcb125a0ffa5,
60000,4,0,109,2022-05-14 23:10:00.000,,,2022-05-14 23:15:26.742,2022-05-14 23:15:26.742,109,1.3831667,82.99,4.36,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-14 23:11:00.000,447f41a1-bb64-4748-b98b-9365adbeb089,
5523,4,0,7,2022-05-09 18:07:00.000,,,2022-05-09 18:07:04.170,2022-05-09 18:07:02.916,7,0.88888884,4.91,0.33,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-09 18:08:00.000,1ebe30b7-87d1-4db3-bea7-33172fe084e8,
11539,4,0,18,2022-05-15 19:34:00.000,,,2022-05-15 19:35:00.224,2022-05-15 19:34:22.602,18,1.1395833,13.15,0.84000003,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-15 19:35:00.000,8c9d06aa-03b0-457e-808b-0bc551c8baca,
4328,4,0,13,2022-05-11 12:25:00.000,,,2022-05-11 12:26:14.810,2022-05-11 12:26:14.810,7,1.1666666,5.05,0.32,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-11 12:26:00.000,1bd7d5fc-998c-4614-a001-4a6b1f50d849,
60000,4,0,108,2022-05-14 23:11:00.000,,,2022-05-14 23:15:26.775,2022-05-14 23:15:26.775,108,1.3673333,82.04,4.32,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-14 23:12:00.000,7f7d5637-b6be-41a7-a0f6-9a707fb4e4a6,
16896,4,0,22,2022-05-09 19:02:00.000,,,2022-05-09 19:15:02.187,2022-05-09 19:15:02.187,29,1.25,21.12,1.27,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-09 19:03:00.000,ecd2e375-c9e4-47b9-a8d1-edf78b51650e,
60000,4,0,110,2022-05-14 23:12:00.000,,,2022-05-14 23:15:26.807,2022-05-14 23:15:26.807,110,1.3978333,83.87,4.4,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-14 23:13:00.000,fe51d181-325d-4ffd-b269-04dc6f1854ee,
4939,4,0,8,2022-05-09 19:19:00.000,,,2022-05-09 19:19:19.466,2022-05-09 19:19:19.466,8,1.1944444,5.9,0.36,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-09 19:20:00.000,f04d824f-6542-4ff9-8c06-7f6a66e47b16,
26926,4,0,37,2022-05-15 20:40:00.000,,,2022-05-15 20:41:30.137,2022-05-15 20:40:28.251,48,1.2712215,34.230003,2.58,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-15 20:41:00.000,f180737b-ff34-4915-aa23-22869a19c178,
60000,4,0,111,2022-05-14 23:13:00.000,,,2022-05-14 23:15:26.841,2022-05-14 23:15:26.841,111,1.4198333,85.19,4.44,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-14 23:14:00.000,9517ef5d-1213-4162-963c-023b3c86d1db,
36870,4,0,51,2022-05-09 19:27:00.000,,,2022-05-09 19:27:48.048,2022-05-09 19:27:00.109,51,0.98778605,36.419994,2.499999,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-09 19:28:00.000,2a94fbba-d0f3-42f9-9761-26cf9fac9e7a,
34353,4,0,67,2022-05-09 19:40:00.000,,,2022-05-09 19:46:02.487,2022-05-09 19:46:02.487,67,1.5,51.53,2.78,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-09 19:41:00.000,7917e6ba-ca01-4ad1-8112-fdd1d25fa800,
60000,4,0,111,2022-05-14 23:14:00.000,,,2022-05-14 23:15:26.890,2022-05-14 23:15:26.890,111,1.4243332,85.46,4.44,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-14 23:15:00.000,61c9746d-ae72-4b2e-b8bd-88889e7357b4,
8038,4,0,16,2022-05-11 12:26:00.000,,,2022-05-11 12:26:30.450,2022-05-11 12:26:28.408,16,1.5052929,12.099998,0.6600001,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-11 12:27:00.000,65a5fe5e-ceea-4b57-b941-2df897955913,
12710,4,0,19,2022-05-09 21:52:00.000,,,2022-05-09 21:55:00.269,2022-05-09 21:55:00.269,19,1.0833334,13.77,0.88,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-09 21:53:00.000,505fe89a-9b3c-4801-8b45-eed6f7cd8ae7,
51245,4,0,93,2022-05-14 23:15:00.000,,,2022-05-14 23:16:29.532,2022-05-14 23:15:26.933,93,1.3891835,71.189995,3.72,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-14 23:16:00.000,b6138476-cba0-4175-bf6e-116b9405981c,
10088,4,0,17,2022-05-09 22:32:00.000,,,2022-05-09 22:33:13.368,2022-05-09 22:33:13.368,17,1.25,12.61,0.75,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-09 22:33:00.000,6380d971-2df6-42d7-a7ae-f1188c881d04,
21710,4,0,40,2022-05-05 11:12:00.000,,,2022-05-05 11:13:42.739,2022-05-05 11:13:42.739,39,1.3611112,29.55,1.59,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-05 11:13:00.000,b95f9385-6efe-4ee9-b502-bf965f151d71,
28501,4,0,47,2022-05-11 12:51:00.000,,,2022-05-11 12:55:00.558,2022-05-11 12:55:00.558,47,1.3055556,37.21,2.36,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-11 12:52:00.000,ee5162d4-c2cd-4bd9-ad47-807c7dcb0e98,
20167,4,0,35,2022-05-14 23:16:00.000,,,2022-05-14 23:16:29.575,2022-05-14 23:16:29.575,35,1.2777778,25.77,1.51,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-14 23:17:00.000,3ab2b380-e267-4611-9507-fa09bc79e148,
58473,4,130,23,2022-05-09 22:49:00.000,,,2022-05-09 22:55:00.294,2022-05-09 22:55:00.294,153,2.8055556,164.05,14.02,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-09 22:50:00.000,0d632bb9-c260-4af5-b026-9c4b1aed2538,
56739,4,0,104,2022-05-05 11:18:00.000,,,2022-05-05 11:20:48.071,2022-05-05 11:20:48.071,122,1.6388888,92.99,5.54,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-05 11:19:00.000,1dc79f30-388c-4a4d-a02b-5e5ff0d060c2,
3752,4,0,7,2022-05-11 12:52:00.000,,,2022-05-11 12:55:00.578,2022-05-11 12:55:00.578,7,1.4444444,5.42,0.31,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-11 12:53:00.000,a6f27a9a-b7e6-4396-a9c6-3e38e01f5949,
8808,4,0,17,2022-05-14 23:33:00.000,,,2022-05-14 23:33:39.857,2022-05-14 23:33:38.407,17,1.4849561,13.079999,0.74000007,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-14 23:34:00.000,4861af0b-6ca9-46a8-be56-413195d74461,
51120,4,0,95,2022-05-05 11:24:00.000,,,2022-05-05 11:35:01.781,2022-05-05 11:35:01.781,95,1.4166666,72.42,3.97,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-05 11:25:00.000,63777c5a-b9e0-4ef4-99f6-ea9ed010fec9,
5057,4,0,8,2022-05-11 13:11:00.000,,,2022-05-11 13:15:00.566,2022-05-11 13:15:00.566,8,1.1388888,5.76,0.37,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-11 13:12:00.000,aa76bb82-a5bd-478e-a307-b314d4176459,
49970,4,0,90,2022-05-14 23:34:00.000,,,2022-05-14 23:34:43.740,2022-05-14 23:34:02.892,90,1.3523973,67.58001,3.7299986,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-14 23:35:00.000,b9e5cbd4-6b4c-4a35-8801-db4993daff28,
7050,4,0,11,2022-05-14 01:45:00.000,,,2022-05-14 01:45:53.408,2022-05-14 01:45:50.678,11,1.1460357,8.08,0.49,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-14 01:46:00.000,47e56198-61b0-4c57-b551-876af46ba2c2,
6727,4,0,10,2022-05-15 20:42:00.000,,,2022-05-15 20:42:42.818,2022-05-15 20:42:40.103,10,1.0747317,7.2300005,0.47000006,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-15 20:43:00.000,65dfcd8a-026f-4a2e-ac59-686d3a4edaf1,
4172,4,0,7,2022-05-11 13:12:00.000,,,2022-05-11 13:15:00.600,2022-05-11 13:15:00.600,7,1.2222222,5.1,0.32,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-11 13:13:00.000,4bac4100-8497-46db-9833-55bf2ac2941e,
59447,4,166,0,2022-05-09 22:55:00.000,,,2022-05-09 23:06:20.389,2022-05-09 22:55:00.559,166,3.16633,188.23,16.6,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-09 22:56:00.000,83e5134a-38ab-4114-af64-ede358ac29ae,
9819,4,0,17,2022-05-14 01:46:00.000,,,2022-05-14 01:47:17.117,2022-05-14 01:47:17.117,17,1.3055556,12.82,0.72,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-14 01:47:00.000,f49a0597-1ca2-4938-8659-affcc24f3912,
22028,4,0,30,2022-05-15 20:45:00.000,,,2022-05-15 20:45:58.925,2022-05-15 20:45:27.066,42,1.3464606,29.660002,1.7299999,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-15 20:46:00.000,4215a261-c721-4d23-8e40-f0d224832a5f,
4270,4,0,6,2022-05-14 01:47:00.000,,,2022-05-14 01:47:47.830,2022-05-14 01:47:47.830,6,1.0,4.27,0.28,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-14 01:48:00.000,0ec5339e-94e6-4d40-9254-3bed32b6927b,
59000,4,167,0,2022-05-09 23:01:00.000,,,2022-05-09 23:06:20.505,2022-05-09 23:06:20.505,167,3.25,191.75,16.71,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-09 23:02:00.000,27c4df77-ba84-4acd-bc12-b7b210f18cf8,
12512,4,0,18,2022-05-15 20:48:00.000,,,2022-05-15 20:49:01.003,2022-05-15 20:49:01.003,18,1.0277778,12.86,0.88,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-15 20:49:00.000,1fcb93ce-01af-4785-ace6-65efea9a44c3,
13581,4,0,25,2022-05-14 23:36:00.000,,,2022-05-14 23:37:35.021,2022-05-14 23:37:35.021,25,1.4166666,19.24,1.06,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-14 23:37:00.000,3495dd10-a939-4ce1-83b3-b58cd3b6011a,
59389,4,0,110,2022-05-09 23:07:00.000,,,2022-05-09 23:07:59.734,2022-05-09 23:07:00.233,110,1.4221345,84.459915,4.399997,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-09 23:08:00.000,4eee43e0-88ce-4450-885b-d84ccb83904d,
6321,4,0,11,2022-05-15 20:49:00.000,,,2022-05-15 20:49:09.339,2022-05-15 20:49:01.067,11,1.281428,8.1,0.51,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-15 20:50:00.000,50abc4c5-99bf-4028-aa89-6924227f92b2,
20322,4,0,31,2022-05-11 13:17:00.000,,,2022-05-11 13:19:35.772,2022-05-11 13:19:35.772,31,1.1111112,22.58,1.41,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-11 13:18:00.000,979e879e-c60f-49fb-ab6b-2c8baa64f68a,
7908,4,0,10,2022-05-14 01:48:00.000,,,2022-05-14 01:48:40.053,2022-05-14 01:48:40.053,10,0.8888889,7.03,0.48,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-14 01:49:00.000,3b99cc05-cb75-4474-96f7-9c017100b9da,
3783,4,0,7,2022-05-09 23:18:00.000,,,2022-05-09 23:18:16.260,2022-05-09 23:18:16.257,7,1.4166666,5.36,0.29,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-09 23:19:00.000,ea3f66bc-aef2-4530-b71e-9cda19238345,
9789,4,0,18,2022-05-16 16:15:00.000,,,2022-05-16 16:15:22.898,2022-05-16 16:15:22.898,18,1.4444444,14.14,0.79,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-16 16:16:00.000,d061bd70-8a42-4366-bf86-4bdda39f24ac,
11511,4,0,18,2022-05-14 01:49:00.000,,,2022-05-14 01:55:00.434,2022-05-14 01:55:00.434,18,1.1388888,13.11,0.85,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-14 01:50:00.000,eb9f9ed3-4552-4857-9bf7-4e7bc84a9e31,
19705,4,0,29,2022-05-10 03:03:00.000,,,2022-05-10 03:05:00.925,2022-05-10 03:05:00.925,29,1.0555556,20.8,1.4,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-10 03:04:00.000,695c2fd2-5021-4d63-9f7c-ad343e0ff093,
7818,4,0,15,2022-05-16 16:30:00.000,,,2022-05-16 16:32:15.904,2022-05-16 16:32:15.904,15,1.4722222,11.51,0.66,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-16 16:31:00.000,b64c5651-b1de-40cf-bfe8-d2a837b20089,
10200,4,0,17,2022-05-14 01:57:00.000,,,2022-05-14 02:15:00.746,2022-05-14 02:15:00.746,17,1.25,12.75,0.75,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-14 01:58:00.000,1e466d10-5131-426c-a6b8-3e1c27dedd97,
4635,4,0,7,2022-05-10 10:32:00.000,,,2022-05-10 10:35:01.753,2022-05-10 10:35:01.753,7,1.1111112,5.15,0.32,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-10 10:33:00.000,a6c25568-7934-4f5b-9d8a-291d9757d947,
4914,4,0,8,2022-05-16 16:32:00.000,,,2022-05-16 16:32:32.091,2022-05-16 16:32:19.896,8,1.2004855,5.9,0.37000003,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-16 16:33:00.000,fcec7ec6-b4f3-4cd6-bba8-f996fd032e90,
10680,4,0,18,2022-05-14 23:37:00.000,,,2022-05-14 23:37:35.058,2022-05-14 23:37:35.058,18,1.25,13.35,0.76,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-14 23:38:00.000,8ebafa7e-e878-4e1d-8092-e44065815ae0,
11894,4,0,20,2022-05-16 17:48:00.000,,,2022-05-16 17:51:52.050,2022-05-16 17:51:52.050,21,1.3333334,15.86,0.87,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-16 17:49:00.000,92a609bb-fd48-43d3-bf1e-8156f5e1eedb,
8841,4,0,16,2022-05-14 23:57:00.000,,,2022-05-15 00:13:05.373,2022-05-15 00:13:05.373,16,1.3888888,12.28,0.7,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-14 23:58:00.000,b1edbb17-db7b-4b1e-8be5-3c002194270e,
33854,4,0,63,2022-05-05 11:32:00.000,,,2022-05-05 11:35:02.068,2022-05-05 11:35:02.068,63,1.4166666,47.96,2.59,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-05 11:33:00.000,af64691a-4632-4713-a483-f1279496a1a4,
11332,4,0,20,2022-05-10 10:40:00.000,,,2022-05-10 10:44:16.517,2022-05-10 10:44:16.517,20,1.3333334,15.11,0.84,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-10 10:41:00.000,b28897e7-c9be-4f82-b573-9fecce4d6274,
30188,4,0,54,2022-05-05 12:14:00.000,,,2022-05-05 12:15:01.825,2022-05-05 12:15:01.825,54,1.3611112,41.09,2.23,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-05 12:15:00.000,3db67a0c-e6bd-4799-95e9-fc4592c6da32,
4005,4,0,7,2022-05-14 01:59:00.000,,,2022-05-14 02:15:00.790,2022-05-14 02:15:00.790,7,1.3055556,5.23,0.31,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-14 02:00:00.000,c63f618f-eaf4-47d7-9f47-972de4460bac,
48638,4,0,67,2022-05-10 11:03:00.000,,,2022-05-10 11:10:19.818,2022-05-10 11:10:19.818,89,1.3055556,63.5,4.6,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-10 11:04:00.000,7f338752-813e-4d58-94c9-4478aeacbf13,
38909,4,0,72,2022-05-05 12:31:00.000,,,2022-05-05 12:31:54.087,2022-05-05 12:31:32.568,72,1.4263945,55.5,3.11,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-05 12:32:00.000,45f3d226-6771-4c42-a9e4-aee0d03759b8,
32392,4,0,54,2022-05-14 02:02:00.000,,,2022-05-14 02:15:00.834,2022-05-14 02:15:00.834,54,1.2777778,41.39,2.33,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-14 02:03:00.000,2ae11f0e-c6ed-4377-8e6a-66f18713fd39,
10015,4,0,15,2022-05-15 00:14:00.000,,,2022-05-15 00:15:00.620,2022-05-15 00:15:00.620,15,1.0833334,10.85,0.69,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-15 00:15:00.000,b43288a1-3a46-4fb2-bd39-bf3bb9594d19,
8500,4,0,14,2022-05-10 11:17:00.000,,,2022-05-10 11:22:06.922,2022-05-10 11:22:06.922,14,1.2222222,10.39,0.59,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-10 11:18:00.000,3dcab5fc-f0ca-4a5a-a9ee-c47780e3481d,
26012,4,0,39,2022-05-15 00:15:00.000,,,2022-05-15 00:20:52.619,2022-05-15 00:20:52.619,39,1.0833334,28.18,1.87,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-15 00:16:00.000,d4765307-65d9-4df9-8fb4-a67b6f5d7a90,
14148,4,0,27,2022-05-17 13:18:00.000,,,2022-05-17 13:32:24.983,2022-05-17 13:32:24.983,27,1.4722222,20.83,1.11,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-17 13:19:00.000,b1f6ce33-e982-4ba4-ae1a-2881b9d9a3d6,
39879,4,0,57,2022-05-15 00:16:00.000,,,2022-05-15 00:20:52.638,2022-05-15 00:20:52.638,61,1.1111112,44.31,2.84,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-15 00:17:00.000,441b3f7a-da38-476e-ac91-265442b16014,
34620,4,0,61,2022-05-17 13:28:00.000,,,2022-05-17 13:32:25.002,2022-05-17 13:32:25.002,61,1.3333334,46.16,2.53,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-17 13:29:00.000,83da295f-ca9b-40a7-81d0-0fdd3f71568f,
26510,4,0,41,2022-05-15 00:17:00.000,,,2022-05-15 00:20:52.668,2022-05-15 00:20:52.668,37,1.0000001,26.51,1.74,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-15 00:18:00.000,52554d56-c717-4bc3-a555-2ab0b2bfd2c2,
42188,4,0,73,2022-05-17 13:29:00.000,,,2022-05-17 13:32:25.030,2022-05-17 13:32:25.030,73,1.3055556,55.08,2.94,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-17 13:30:00.000,c1b15975-ce77-4aac-9836-cc2a8f311a06,
13662,4,0,26,2022-05-15 21:01:00.000,,,2022-05-15 21:01:37.603,2022-05-15 21:01:29.666,26,2.287236,31.25,2.22,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-15 21:02:00.000,994ef678-4eec-4626-be12-a1280a3be979,
27200,4,0,54,2022-05-05 12:37:00.000,,,2022-05-05 12:53:23.165,2022-05-05 12:53:23.165,51,1.4444444,39.29,2.04,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-05 12:38:00.000,b5b44f94-1da5-4a75-8b75-6929f46b2960,
21724,4,0,37,2022-05-17 13:30:00.000,,,2022-05-17 13:32:25.045,2022-05-17 13:32:25.045,39,1.3611112,29.57,1.62,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-17 13:31:00.000,62ae5d04-19d0-4449-b399-d0f093fda4dc,
3568,4,0,6,2022-05-15 21:38:00.000,,,2022-05-15 21:38:20.598,2022-05-15 21:38:20.598,6,1.25,4.46,0.27,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-15 21:39:00.000,200c79f9-fd6c-472a-ae54-d9384d537d00,
42227,4,0,85,2022-05-05 13:01:00.000,,,2022-05-05 13:05:32.241,2022-05-05 13:05:32.241,85,1.5833334,66.86,3.43,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-05 13:02:00.000,bd12f1d2-a4e3-407c-abc6-b73e80a2865a,
4960,4,0,9,2022-05-17 13:31:00.000,,,2022-05-17 13:32:25.058,2022-05-17 13:32:25.058,7,1.0000001,4.96,0.32,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-17 13:32:00.000,21c5c553-e924-4ab5-a935-66818aa40e0a,
14588,4,0,24,2022-05-15 22:04:00.000,,,2022-05-15 22:09:12.712,2022-05-15 22:04:28.890,24,1.2324928,17.98,1.0000001,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-15 22:05:00.000,81ac870c-805f-41dd-b098-412a0b9d0b08,
19554,4,0,33,2022-05-16 17:49:00.000,,,2022-05-16 17:51:52.076,2022-05-16 17:51:52.076,32,1.2222222,23.9,1.36,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-16 17:50:00.000,09deab7a-db70-495d-93ab-ef5160375edb,
11988,4,0,18,2022-05-15 22:11:00.000,,,2022-05-15 22:14:28.429,2022-05-15 22:14:28.429,18,1.1111112,13.32,0.82,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-15 22:12:00.000,526edc91-5dae-43ec-8989-923d249915ab,
1192,4,0,2,2022-05-14 02:03:00.000,,,2022-05-14 02:15:00.872,2022-05-14 02:15:00.872,2,1.25,1.49,0.08,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-14 02:04:00.000,a4791c8b-7b23-41f1-a056-0b9dd487c21e,
13748,4,0,22,2022-05-16 17:51:00.000,,,2022-05-16 17:51:52.101,2022-05-16 17:51:52.101,22,1.1666666,16.04,1.0,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-16 17:52:00.000,a07dee50-da60-45b6-a4c3-264e67d3cb03,
31080,4,0,41,2022-05-15 22:13:00.000,,,2022-05-15 22:14:28.445,2022-05-15 22:14:28.445,52,1.1666666,36.26,2.97,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2022-05-15 22:14:00.000,6a3ff5d4-08d4-450b-b43e-1ec4de615cf9,
