com.samsung.shealth.breathing,6212007,1
duration,start_time,custom,update_time,create_time,cycle,time_offset,deviceuuid,pkg_name,end_time,datauuid
1,2021-03-14 09:25:43.986,,2021-03-14 09:25:46.064,2021-03-14 09:25:46.064,0,UTC-0400,im26HRLwRA,com.sec.android.app.shealth,2021-03-14 09:25:46.062,891a3a86-8730-4d56-936d-aafd70c2cc27,
