com.samsung.shealth.social.public_challenge.extra,6212007,1
update_time,create_time,type,value,deviceuuid,pkg_name,datauuid
2021-05-16 04:16:07.559,2021-05-16 04:16:07.559,2,{"uiViewStatusItemList":[]},im26HRLwRA,com.sec.android.app.shealth,5d4e4eae-28c7-43e8-afe2-6c3ede3d9f9b,
