com.samsung.shealth.social.public_challenge.history,6212007,1
update_time,create_time,body,challenge_time,deviceuuid,pkg_name,last_sync_time,datauuid
2021-03-14 09:26:17.669,2021-03-14 09:26:03.705,00cadd94-bec5-4c73-b3eb-05920a2733b5.body.json,SIMPLE_LEVEL,im26HRLwRA,com.sec.android.app.shealth,1615713977660,00cadd94-bec5-4c73-b3eb-05920a2733b5,
