com.samsung.health.weight,6212007,10
body_fat_mass,start_time,custom,height,weight,muscle_mass,update_time,create_time,skeletal_muscle,fat_free_mass,basal_metabolic_rate,time_offset,deviceuuid,skeletal_muscle_mass,comment,fat_free,pkg_name,body_fat,datauuid,vfa_level,total_body_water
,2021-04-20 13:11:57.000,,169.0,88.2,,2021-04-21 12:02:34.736,2021-04-21 12:02:34.736,,,,UTC+0000,im26HRLwRA,,,,com.qingniu.fitindex,17.922329,aca708e2-f632-46f2-aec8-10f55cbe11f6,,,
,2021-08-31 10:10:19.000,,169.0,93.75,,2021-08-31 10:10:38.302,2021-08-31 10:10:38.302,,,,UTC+0000,im26HRLwRA,,,,com.qingniu.fitindex,19.45578,db047e4c-548c-489e-a74d-138085b62eb0,,,
,2021-09-05 13:51:42.196,,169.0,92.55,,2021-09-05 13:51:42.227,2021-09-05 13:51:42.227,,,,UTC+0000,im26HRLwRA,,,,com.qingniu.fitindex,19.1443,f35fce07-0dd1-4d1e-80b2-250a95217123,,,
,2021-09-09 10:25:48.093,,169.0,92.75,,2021-09-09 10:25:48.106,2021-09-09 10:25:48.106,,,,UTC+0000,im26HRLwRA,,,,com.qingniu.fitindex,19.196213,ef14ef90-0cd5-4315-b853-df35066414d8,,,
,2021-09-14 10:43:19.321,,169.0,91.65,,2021-09-14 10:43:19.350,2021-09-14 10:43:19.350,,,,UTC+0000,im26HRLwRA,,,,com.qingniu.fitindex,18.896404,9c8916c6-efd0-4b04-aa4e-b2a15f896196,,,
,2021-09-18 11:09:20.610,,169.0,92.35,,2021-09-18 11:09:20.633,2021-09-18 11:09:20.633,,,,UTC+0000,im26HRLwRA,,,,com.qingniu.fitindex,19.092386,5327ce59-9ebf-45d5-a050-2c470c3e36cb,,,
,2021-09-21 11:50:40.156,,169.0,91.65,,2021-09-21 11:50:40.174,2021-09-21 11:50:40.174,,,,UTC+0000,im26HRLwRA,,,,com.qingniu.fitindex,18.896404,51ae1740-65db-450a-b6be-5ee522a01994,,,
,2021-09-27 10:35:18.608,,169.0,91.05,,2021-09-27 10:35:18.624,2021-09-27 10:35:18.624,,,,UTC+0000,im26HRLwRA,,,,com.qingniu.fitindex,18.740664,32c82a63-8c04-4e71-b61a-672b3c699301,,,
,2021-10-03 12:44:25.035,,169.0,90.7,,2021-10-03 12:44:25.063,2021-10-03 12:44:25.063,,,,UTC+0000,im26HRLwRA,,,,com.qingniu.fitindex,18.642673,a715ab34-f179-4fef-a5f3-9e7b4e6459a7,,,
,2021-10-08 10:40:06.703,,169.0,90.6,,2021-10-08 10:40:06.723,2021-10-08 10:40:06.723,,,,UTC+0000,im26HRLwRA,,,,com.qingniu.fitindex,18.60243,07c07d4b-76e6-452a-9c7a-b98907d8a5f1,,,
,2021-10-13 09:31:48.259,,169.0,90.25,,2021-10-13 09:31:48.272,2021-10-13 09:31:48.272,,,,UTC+0000,im26HRLwRA,,,,com.qingniu.fitindex,18.53301,4aaa586d-2553-4f0d-93c7-cb0918e55dc3,,,
,2021-10-26 10:18:46.154,,169.0,90.1,,2021-10-26 10:18:46.166,2021-10-26 10:18:46.166,,,,UTC+0000,im26HRLwRA,,,,com.qingniu.fitindex,18.458363,a307bb7c-8581-4f08-91e1-6bf56d07fec8,,,
,2021-11-01 09:45:54.824,,169.0,90.1,,2021-11-01 09:45:54.838,2021-11-01 09:45:54.838,,,,UTC+0000,im26HRLwRA,,,,com.qingniu.fitindex,18.458363,38fbc9d6-60b5-456c-a3b1-cd6f682e35c0,,,
,2021-11-07 13:53:24.043,,169.0,89.85,,2021-11-07 13:53:24.066,2021-11-07 13:53:24.066,,,,UTC+0000,im26HRLwRA,,,,com.qingniu.fitindex,18.429184,52de1060-41bb-407f-8f39-6939f0811cd8,,,
,2021-11-13 13:55:37.971,,169.0,88.6,,2021-11-13 13:55:37.993,2021-11-13 13:55:37.993,,,,UTC+0000,im26HRLwRA,,,,com.qingniu.fitindex,18.083298,96dd75b2-7991-49bd-8422-323bc3083ce4,,,
,2021-11-18 11:17:29.112,,169.0,88.45,,2021-11-18 11:17:29.121,2021-11-18 11:17:29.121,,,,UTC+0000,im26HRLwRA,,,,com.qingniu.fitindex,18.03722,d0825eca-438c-4c1f-a673-795f32c1ee67,,,
,2021-11-21 12:27:27.182,,169.0,88.45,,2021-11-21 12:27:27.195,2021-11-21 12:27:27.195,,,,UTC+0000,im26HRLwRA,,,,com.qingniu.fitindex,18.03722,e4eccdfa-8b4c-40ee-989f-37ea3c77a396,,,
,2021-11-28 13:48:41.004,,169.0,87.7,,2021-11-28 13:48:41.041,2021-11-28 13:48:41.041,,,,UTC+0000,im26HRLwRA,,,,com.qingniu.fitindex,17.835403,0d282c45-7526-4b1b-8195-6cf449eb3c68,,,
,2021-12-04 11:54:35.211,,169.0,87.65,,2021-12-04 11:54:35.235,2021-12-04 11:54:35.235,,,,UTC+0000,im26HRLwRA,,,,com.qingniu.fitindex,17.829567,d97da6d8-1678-4d1e-8cdb-062c592e29ff,,,
,2021-12-10 13:16:14.506,,169.0,86.85,,2021-12-10 13:16:14.541,2021-12-10 13:16:14.541,,,,UTC-0500,im26HRLwRA,,,,com.qingniu.fitindex,17.593342,ae2bc379-4001-4809-a967-aac4a7e1bc4e,,,
,2021-12-16 11:18:46.847,,169.0,87.35,,2021-12-16 11:18:46.882,2021-12-16 11:18:46.882,,,,UTC-0500,im26HRLwRA,,,,com.qingniu.fitindex,17.737411,24d7b8e2-e68f-4769-8ddd-071b76adf682,,,
,2021-12-23 11:31:31.731,,169.0,86.85,,2021-12-23 11:31:31.746,2021-12-23 11:31:31.746,,,,UTC-0500,im26HRLwRA,,,,com.qingniu.fitindex,17.593342,8933749d-1f5a-4d46-b2ce-7e8cffef81ee,,,
,2021-12-30 11:16:13.419,,169.0,87.1,,2021-12-30 11:16:13.436,2021-12-30 11:16:13.436,,,,UTC-0500,im26HRLwRA,,,,com.qingniu.fitindex,17.679663,12830a14-0009-444b-a89d-f6d2f6313010,,,
,2022-01-04 11:31:22.166,,169.0,87.0,,2022-01-04 11:31:22.184,2022-01-04 11:31:22.184,,,,UTC-0500,im26HRLwRA,,,,com.qingniu.fitindex,17.63942,07cea1b8-7812-4f86-9106-a5c761d69d47,,,
,2022-01-10 13:04:24.742,,169.0,85.2,,2022-01-10 13:04:24.761,2022-01-10 13:04:24.761,,,,UTC-0500,im26HRLwRA,,,,com.qingniu.fitindex,17.14363,9a2f999d-6e38-42d5-9a4c-a65284e360db,,,
,2022-01-16 15:54:49.927,,169.0,85.35,,2022-01-16 15:54:49.961,2022-01-16 15:54:49.961,,,,UTC-0500,im26HRLwRA,,,,com.qingniu.fitindex,17.189707,da555f82-52d9-4ff1-b5be-559a11896076,,,
,2022-01-22 14:25:57.644,,169.0,84.95,,2022-01-22 14:25:57.686,2022-01-22 14:25:57.686,,,,UTC-0500,im26HRLwRA,,,,com.qingniu.fitindex,17.08588,9c172d99-8ed6-45cb-b682-d834ddb1c605,,,
,2022-01-28 12:20:02.811,,169.0,84.3,,2022-01-28 12:20:02.839,2022-01-28 12:20:02.839,,,,UTC-0500,im26HRLwRA,,,,com.qingniu.fitindex,16.924305,b370d824-8ba1-480a-8433-cfbec5a7485c,,,
,2022-02-03 11:38:18.445,,169.0,83.85,,2022-02-03 11:38:18.476,2022-02-03 11:38:18.476,,,,UTC-0500,im26HRLwRA,,,,com.qingniu.fitindex,16.786072,4b2b1ce6-b0d5-450a-b66c-f7aa3bade3f3,,,
,2022-02-09 11:16:55.170,,169.0,83.5,,2022-02-09 11:16:55.195,2022-02-09 11:16:55.195,,,,UTC-0500,im26HRLwRA,,,,com.qingniu.fitindex,16.716652,1c43fc58-000f-445f-8347-ff41ce0f76b2,,,
,2022-02-14 12:04:19.680,,169.0,83.85,,2022-02-14 12:04:19.690,2022-02-14 12:04:19.690,,,,UTC-0500,im26HRLwRA,,,,com.qingniu.fitindex,16.814644,7e05bf6d-0418-49bb-82db-81fa09f9fc3c,,,
,2022-02-20 14:56:08.547,,169.0,82.7,,2022-02-20 14:56:08.605,2022-02-20 14:56:08.605,,,,UTC-0500,im26HRLwRA,,,,com.qingniu.fitindex,16.480427,ca0e39c4-6bd6-48e9-81d6-2fe3d09fb46d,,,
,2022-02-26 12:40:20.821,,169.0,82.6,,2022-02-26 12:40:20.897,2022-02-26 12:40:20.897,,,,UTC-0500,im26HRLwRA,,,,com.qingniu.fitindex,16.468758,edf33436-2fd4-41d6-8ae3-62b00e8a1cb2,,,
,2022-03-04 11:31:37.156,,169.0,82.3,,2022-03-04 11:31:37.259,2022-03-04 11:31:37.259,,,,UTC-0500,im26HRLwRA,,,,com.qingniu.fitindex,16.3766,ed588859-fd10-44ba-aa84-afe900bd7c8c,,,
,2022-03-10 11:04:19.870,,169.0,82.25,,2022-03-10 11:04:20.011,2022-03-10 11:04:20.011,,,,UTC-0500,im26HRLwRA,,,,com.qingniu.fitindex,16.370766,f3db0638-26ac-4805-9cea-b9b650d92742,,,
,2022-03-17 10:28:26.021,,169.0,81.45,,2022-03-17 10:28:26.051,2022-03-17 10:28:26.051,,,,UTC-0400,im26HRLwRA,,,,com.qingniu.fitindex,16.13454,5014b6ff-031f-4f83-a80b-bf03f416ff54,,,
,2022-03-23 10:27:31.588,,169.0,81.45,,2022-03-23 10:27:31.602,2022-03-23 10:27:31.602,,,,UTC-0400,im26HRLwRA,,,,com.qingniu.fitindex,16.13454,2f51863a-1ead-406f-81de-a9105be037d5,,,
,2022-03-29 10:31:43.324,,169.0,81.85,,2022-03-29 10:31:43.340,2022-03-29 10:31:43.340,,,,UTC-0400,im26HRLwRA,,,,com.qingniu.fitindex,16.26694,d79ae337-684f-492d-bd0d-72dc761f0f90,,,
,2022-04-04 10:34:17.683,,169.0,82.8,,2022-04-04 10:34:17.711,2022-04-04 10:34:17.711,,,,UTC-0400,im26HRLwRA,,,,com.qingniu.fitindex,16.52067,87823912-4c6c-4fde-93b1-2371fecd9938,,,
,2022-04-10 13:10:00.514,,169.0,80.9,,2022-04-10 13:10:00.536,2022-04-10 13:10:00.536,,,,UTC-0400,im26HRLwRA,,,,com.qingniu.fitindex,15.984636,30fcd904-a6f7-4da3-9df3-bf997c3f7c8b,,,
,2022-04-16 13:58:00.206,,169.0,81.35,,2022-04-16 13:58:00.264,2022-04-16 13:58:00.264,,,,UTC-0400,im26HRLwRA,,,,com.qingniu.fitindex,16.12287,3614c7b2-8b05-4f5d-ba20-8520734fcd72,,,
,2022-04-21 10:37:01.646,,169.0,81.95,,2022-04-21 10:37:01.712,2022-04-21 10:37:01.712,,,,UTC-0400,im26HRLwRA,,,,com.qingniu.fitindex,16.27861,48b71c66-8543-45d6-bf85-4579ed64021e,,,
,2022-04-26 10:28:28.462,,169.0,82.75,,2022-04-26 10:28:28.494,2022-04-26 10:28:28.494,,,,UTC-0400,im26HRLwRA,,,,com.qingniu.fitindex,16.514835,05fc4a7e-d0e3-4762-882e-991850517f7f,,,
,2022-05-01 15:39:22.000,,169.0,82.85,,2022-05-01 15:39:33.562,2022-05-01 15:39:33.562,,,,UTC+0000,im26HRLwRA,,,,com.qingniu.fitindex,16.526506,f486ba4a-d93d-42be-8ad8-47bbcac20793,,,
,2022-05-06 11:32:17.840,,169.0,82.35,,2022-05-06 11:32:18.427,2022-05-06 11:32:18.427,,,,UTC-0400,im26HRLwRA,,,,com.qingniu.fitindex,16.411009,dcbdb16f-28eb-497f-b619-141c188e8a3e,,,
,2022-05-11 11:32:24.262,,169.0,82.45,,2022-05-11 11:32:24.291,2022-05-11 11:32:24.291,,,,UTC-0400,im26HRLwRA,,,,com.qingniu.fitindex,16.422678,740f6265-577e-42f9-8196-af2db11b317c,,,
,2022-05-17 11:21:50.522,,169.0,81.85,,2022-05-17 11:21:50.590,2022-05-17 11:21:50.590,,,,UTC-0400,im26HRLwRA,,,,com.qingniu.fitindex,16.238367,24d6f294-8e39-4941-adaf-8ef2b9f6e023,,,
,2022-05-24 09:15:34.720,,169.0,82.85,,2022-05-24 09:15:34.753,2022-05-24 09:15:34.753,,,,UTC-0400,im26HRLwRA,,,,com.qingniu.fitindex,16.526506,9af57a72-b0c2-433a-a502-a208d0becb13,,,
,2022-05-30 10:17:47.209,,169.0,83.05,,2022-05-30 10:17:47.231,2022-05-30 10:17:47.231,,,,UTC-0400,im26HRLwRA,,,,com.qingniu.fitindex,16.578419,0da1b12f-e440-4388-8623-66fe8eb3e837,,,
,2022-06-05 14:41:31.357,,169.0,82.5,,2022-06-05 14:41:31.445,2022-06-05 14:41:31.445,,,,UTC-0400,im26HRLwRA,,,,com.qingniu.fitindex,16.428514,afb3c707-5815-4b3e-a600-a4121276d149,,,
,2021-04-08 11:31:28.000,,169.0,87.75,,2021-04-08 11:32:03.083,2021-04-08 11:32:03.083,,,,UTC+0000,im26HRLwRA,,,,com.qingniu.fitindex,17.812666,a4fe8881-75fa-43f6-9fa7-3d916140da6f,,,
,2021-04-14 11:43:21.876,,169.0,88.45,,2021-04-14 11:43:21.914,2021-04-14 11:43:21.914,,,,UTC+0000,im26HRLwRA,,,,com.qingniu.fitindex,18.008648,5b516e35-3d4a-4cc3-9a10-a4449cb411ae,,,
,2021-04-21 12:02:42.583,,169.0,88.55,,2021-04-21 12:02:42.587,2021-04-21 12:02:42.587,,,,UTC+0000,im26HRLwRA,,,,com.qingniu.fitindex,18.020319,7c62c12c-d7ba-4886-855a-ebfb25766e9d,,,
,2021-08-31 10:10:47.204,,169.0,93.75,,2021-08-31 10:10:47.211,2021-08-31 10:10:47.211,,,,UTC+0000,im26HRLwRA,,,,com.qingniu.fitindex,19.45578,74bbd103-d1ed-4ec2-b7dd-85c6300c685c,,,
,2021-09-06 11:38:17.118,,169.0,93.3,,2021-09-06 11:38:17.142,2021-09-06 11:38:17.142,,,,UTC+0000,im26HRLwRA,,,,com.qingniu.fitindex,19.317547,f939619f-ed69-488c-b5bf-440d2f1d6d89,,,
,2021-09-09 10:26:08.837,,169.0,92.75,,2021-09-09 10:26:08.846,2021-09-09 10:26:08.846,,,,UTC+0000,im26HRLwRA,,,,com.qingniu.fitindex,19.196213,f0b394a5-5e77-4b21-b657-3b515a1e35da,,,
,2021-09-15 10:39:09.113,,169.0,91.9,,2021-09-15 10:39:09.137,2021-09-15 10:39:09.137,,,,UTC+0000,im26HRLwRA,,,,com.qingniu.fitindex,18.954153,b4334e2a-5238-43b3-ac79-75ebbbd921a5,,,
,2021-09-19 14:50:24.000,,169.0,91.05,,2021-09-19 14:51:11.586,2021-09-19 14:51:11.586,,,,UTC+0000,im26HRLwRA,,,,com.qingniu.fitindex,18.740664,c0989d86-64e5-4ed9-9470-e118d90f84b7,,,
,2021-09-22 10:13:21.474,,169.0,92.0,,2021-09-22 10:13:21.501,2021-09-22 10:13:21.501,,,,UTC+0000,im26HRLwRA,,,,com.qingniu.fitindex,18.994396,1fa8273a-dab1-4a86-9415-068d6c4ffd12,,,
,2021-09-28 10:53:08.919,,169.0,90.95,,2021-09-28 10:53:08.934,2021-09-28 10:53:08.934,,,,UTC+0000,im26HRLwRA,,,,com.qingniu.fitindex,18.700422,bff3042f-d088-4095-a017-3e9bd42eab25,,,
,2021-10-04 10:28:18.741,,169.0,91.0,,2021-10-04 10:28:18.750,2021-10-04 10:28:18.750,,,,UTC+0000,im26HRLwRA,,,,com.qingniu.fitindex,18.734829,190453e2-7b4f-4e90-90cc-34ef46df5fed,,,
,2021-10-09 11:54:17.735,,169.0,90.65,,2021-10-09 11:54:17.753,2021-10-09 11:54:17.753,,,,UTC+0000,im26HRLwRA,,,,com.qingniu.fitindex,18.636837,b94542c3-b1b5-488f-8e65-df382d61f281,,,
,2021-10-14 10:09:31.519,,169.0,90.75,,2021-10-14 10:09:31.538,2021-10-14 10:09:31.538,,,,UTC+0000,im26HRLwRA,,,,com.qingniu.fitindex,18.648508,e6aa3410-639d-4726-9512-33824f365a61,,,
,2021-10-27 10:07:25.583,,169.0,89.2,,2021-10-27 10:07:25.601,2021-10-27 10:07:25.601,,,,UTC+0000,im26HRLwRA,,,,com.qingniu.fitindex,18.239038,122cf920-64bf-49c5-b0c7-12c133571392,,,
,2021-11-02 09:46:37.859,,169.0,89.75,,2021-11-02 09:46:37.868,2021-11-02 09:46:37.868,,,,UTC+0000,im26HRLwRA,,,,com.qingniu.fitindex,18.388943,a0952447-05c3-400b-85fa-45098f8fd416,,,
,2021-11-08 11:08:16.424,,169.0,90.5,,2021-11-08 11:08:16.451,2021-11-08 11:08:16.451,,,,UTC+0000,im26HRLwRA,,,,com.qingniu.fitindex,18.59076,831c6f17-4665-488b-9a1d-f92626b9f0ff,,,
,2021-11-14 16:35:27.385,,169.0,88.7,,2021-11-14 16:35:27.401,2021-11-14 16:35:27.401,,,,UTC+0000,im26HRLwRA,,,,com.qingniu.fitindex,18.094969,ae115e49-c412-4865-8c52-41f49bdab82f,,,
,2021-11-19 11:58:33.312,,169.0,87.95,,2021-11-19 11:58:33.347,2021-11-19 11:58:33.347,,,,UTC+0000,im26HRLwRA,,,,com.qingniu.fitindex,17.893152,d8b38b6e-fec3-4ee0-923b-24b2c4107d9e,,,
,2021-11-22 11:25:44.831,,169.0,88.0,,2021-11-22 11:25:44.853,2021-11-22 11:25:44.853,,,,UTC+0000,im26HRLwRA,,,,com.qingniu.fitindex,17.927559,d38482c3-3c73-4536-8a5a-77f40482071c,,,
,2021-11-29 11:41:27.875,,169.0,88.05,,2021-11-29 11:41:27.906,2021-11-29 11:41:27.906,,,,UTC+0000,im26HRLwRA,,,,com.qingniu.fitindex,17.904821,c9c1d713-31f1-491f-a26b-aa45d02570a4,,,
,2021-12-05 12:58:57.176,,169.0,87.4,,2021-12-05 12:58:57.202,2021-12-05 12:58:57.202,,,,UTC+0000,im26HRLwRA,,,,com.qingniu.fitindex,17.743246,16944f13-f4cb-4a8a-8bdc-6a2135d4ac99,,,
,2021-12-11 13:03:40.847,,169.0,87.05,,2021-12-11 13:03:40.874,2021-12-11 13:03:40.874,,,,UTC-0500,im26HRLwRA,,,,com.qingniu.fitindex,17.645256,e22e2e8b-363a-415d-a515-2b012b363e5a,,,
,2021-12-17 11:32:09.025,,169.0,87.3,,2021-12-17 11:32:09.076,2021-12-17 11:32:09.076,,,,UTC-0500,im26HRLwRA,,,,com.qingniu.fitindex,17.731577,516f0b54-d48a-42d1-b94e-d1e17ef14b25,,,
,2021-12-24 14:21:34.399,,169.0,86.05,,2021-12-24 14:21:34.413,2021-12-24 14:21:34.413,,,,UTC-0500,im26HRLwRA,,,,com.qingniu.fitindex,17.385689,5eaa647c-1bcb-424f-accd-87d02cbe73ce,,,
,2021-12-30 11:16:46.605,,169.0,87.1,,2021-12-30 11:16:46.611,2021-12-30 11:16:46.611,,,,UTC-0500,im26HRLwRA,,,,com.qingniu.fitindex,17.679663,bdbe34af-be23-473d-b458-6f20d211a6ea,,,
,2022-01-05 13:15:09.756,,169.0,85.9,,2022-01-05 13:15:09.775,2022-01-05 13:15:09.775,,,,UTC-0500,im26HRLwRA,,,,com.qingniu.fitindex,17.339611,ded92707-6206-4ee5-9e94-bd523f4a8142,,,
,2022-01-11 12:09:34.191,,169.0,85.1,,2022-01-11 12:09:34.215,2022-01-11 12:09:34.215,,,,UTC-0500,im26HRLwRA,,,,com.qingniu.fitindex,17.131958,a7be3080-59a9-4c89-aede-4087a767372c,,,
,2022-01-17 11:40:00.025,,169.0,85.35,,2022-01-17 11:40:00.044,2022-01-17 11:40:00.044,,,,UTC-0500,im26HRLwRA,,,,com.qingniu.fitindex,17.189707,762b7bce-3868-44c2-974e-3998170d50c3,,,
,2022-01-23 14:01:54.736,,169.0,85.35,,2022-01-23 14:01:54.775,2022-01-23 14:01:54.775,,,,UTC-0500,im26HRLwRA,,,,com.qingniu.fitindex,17.189707,e4cc8213-83e4-4912-9fbc-4428a2761341,,,
,2022-01-29 14:10:54.573,,169.0,84.3,,2022-01-29 14:10:54.601,2022-01-29 14:10:54.601,,,,UTC-0500,im26HRLwRA,,,,com.qingniu.fitindex,16.924305,5f475ec1-9690-419d-984a-f718e0f2330b,,,
,2022-02-04 13:02:45.723,,169.0,83.7,,2022-02-04 13:02:45.756,2022-02-04 13:02:45.756,,,,UTC-0500,im26HRLwRA,,,,com.qingniu.fitindex,16.768566,3fbb6813-e187-42bc-87a9-761a2d21eb4c,,,
,2022-02-10 11:31:24.524,,169.0,83.9,,2022-02-10 11:31:24.575,2022-02-10 11:31:24.575,,,,UTC-0500,im26HRLwRA,,,,com.qingniu.fitindex,16.791908,7503e5ba-1e51-4f1b-96e9-12516a1f5453,,,
,2022-02-15 11:18:56.386,,169.0,83.9,,2022-02-15 11:18:56.438,2022-02-15 11:18:56.438,,,,UTC-0500,im26HRLwRA,,,,com.qingniu.fitindex,16.820478,3b568974-31b4-4ca6-b6d0-fe6f0e6fd0d7,,,
,2022-02-21 12:53:49.359,,169.0,83.15,,2022-02-21 12:53:49.407,2022-02-21 12:53:49.407,,,,UTC-0500,im26HRLwRA,,,,com.qingniu.fitindex,16.618662,65446c78-7419-41f8-8ae2-17286d0d8174,,,
,2022-02-27 13:47:33.875,,169.0,82.35,,2022-02-27 13:47:33.952,2022-02-27 13:47:33.952,,,,UTC-0500,im26HRLwRA,,,,com.qingniu.fitindex,16.411009,d07bb5e0-c866-403d-bf6e-700e9a86b595,,,
,2022-03-05 12:51:27.949,,169.0,82.25,,2022-03-05 12:51:28.058,2022-03-05 12:51:28.058,,,,UTC-0500,im26HRLwRA,,,,com.qingniu.fitindex,16.370766,11062556-6139-45c1-bd59-2f24edf2af73,,,
,2022-03-11 11:28:29.182,,169.0,82.2,,2022-03-11 11:28:29.195,2022-03-11 11:28:29.195,,,,UTC-0500,im26HRLwRA,,,,com.qingniu.fitindex,16.364931,501854a8-3064-4fc9-b273-bdfaca61e732,,,
,2022-03-18 11:05:18.669,,169.0,81.5,,2022-03-18 11:05:18.704,2022-03-18 11:05:18.704,,,,UTC-0400,im26HRLwRA,,,,com.qingniu.fitindex,16.140377,46428827-532e-4d5a-8ba3-9d5cd4945a36,,,
,2022-03-24 10:30:25.503,,169.0,81.25,,2022-03-24 10:30:25.676,2022-03-24 10:30:25.676,,,,UTC-0400,im26HRLwRA,,,,com.qingniu.fitindex,16.082628,7f1e1fc3-fb47-4963-add2-d42bf45cca18,,,
,2022-03-31 11:18:40.183,,169.0,81.3,,2022-03-31 11:18:40.199,2022-03-31 11:18:40.199,,,,UTC-0400,im26HRLwRA,,,,com.qingniu.fitindex,16.088463,e9693e31-95ec-432c-a1b6-622991eb034c,,,
,2022-04-05 10:04:17.035,,169.0,81.4,,2022-04-05 10:04:17.069,2022-04-05 10:04:17.069,,,,UTC-0400,im26HRLwRA,,,,com.qingniu.fitindex,16.128706,5ebe7894-d87a-459d-b9f1-c4ec8cabe41c,,,
,2022-04-11 11:21:20.629,,169.0,81.3,,2022-04-11 11:21:20.693,2022-04-11 11:21:20.693,,,,UTC-0400,im26HRLwRA,,,,com.qingniu.fitindex,16.117035,452ee4af-7de5-41cf-8c51-a9b06d5dfa19,,,
,2022-04-17 15:38:44.594,,169.0,82.2,,2022-04-17 15:38:44.638,2022-04-17 15:38:44.638,,,,UTC-0400,im26HRLwRA,,,,com.qingniu.fitindex,16.364931,162db9fb-eb2a-467d-bf44-3641d1ae239f,,,
,2022-04-22 12:03:57.210,,169.0,81.7,,2022-04-22 12:03:57.289,2022-04-22 12:03:57.289,,,,UTC-0400,im26HRLwRA,,,,com.qingniu.fitindex,16.220861,97bc1a97-9ce0-43b7-8372-2736bdc9b64c,,,
,2022-04-27 09:52:03.427,,169.0,82.4,,2022-04-27 09:52:03.459,2022-04-27 09:52:03.459,,,,UTC-0400,im26HRLwRA,,,,com.qingniu.fitindex,16.416843,0e2dffc8-e851-4401-b1c4-cf43f4b446b7,,,
,2022-05-01 15:39:40.468,,169.0,82.85,,2022-05-01 15:39:40.472,2022-05-01 15:39:40.472,,,,UTC-0400,im26HRLwRA,,,,com.qingniu.fitindex,16.526506,472838c0-ce7a-4522-8966-ab2bb7a5ab54,,,
,2022-05-07 13:05:38.006,,169.0,81.85,,2022-05-07 13:05:38.078,2022-05-07 13:05:38.078,,,,UTC-0400,im26HRLwRA,,,,com.qingniu.fitindex,16.26694,b5f99081-fea7-46f8-a693-6b8bea66c4ed,,,
,2022-05-12 10:46:00.328,,169.0,82.65,,2022-05-12 10:46:00.369,2022-05-12 10:46:00.369,,,,UTC-0400,im26HRLwRA,,,,com.qingniu.fitindex,16.474592,df6581e2-f517-4d4d-8cbf-5d7da28bc841,,,
,2022-05-18 10:29:53.149,,169.0,81.7,,2022-05-18 10:29:53.233,2022-05-18 10:29:53.233,,,,UTC-0400,im26HRLwRA,,,,com.qingniu.fitindex,16.220861,3d9235f4-59d8-49aa-a605-d12a799571e2,,,
,2022-05-25 10:25:22.305,,169.0,82.65,,2022-05-25 10:25:22.337,2022-05-25 10:25:22.337,,,,UTC-0400,im26HRLwRA,,,,com.qingniu.fitindex,16.474592,36b38424-5696-41aa-96cf-09e6644d684e,,,
,2022-05-31 13:06:44.150,,169.0,82.45,,2022-05-31 13:06:44.230,2022-05-31 13:06:44.230,,,,UTC-0400,im26HRLwRA,,,,com.qingniu.fitindex,16.422678,333fed92-2fcc-4671-b649-3cb8616c41ab,,,
,2022-06-06 13:12:01.922,,169.0,82.5,,2022-06-06 13:12:01.937,2022-06-06 13:12:01.937,,,,UTC-0400,im26HRLwRA,,,,com.qingniu.fitindex,16.428514,2c9ca4de-3a33-468c-8883-8a209d40ed99,,,
,2021-04-08 11:32:02.736,,169.0,87.45,,2021-04-08 11:32:06.694,2021-04-08 11:32:06.694,,,,UTC+0000,im26HRLwRA,,,,com.qingniu.fitindex,,4ffee18d-6d7b-486b-b3b1-c23b0e7ac688,,,
,2021-04-15 11:40:37.519,,169.0,88.25,,2021-04-15 11:40:37.530,2021-04-15 11:40:37.530,,,,UTC+0000,im26HRLwRA,,,,com.qingniu.fitindex,17.956736,656da43c-aac9-4005-a37b-a57ee4760729,,,
,2021-08-23 10:36:50.667,,169.0,94.1,,2021-08-23 10:36:58.023,2021-08-23 10:36:58.023,,,,UTC+0000,im26HRLwRA,,,,com.qingniu.fitindex,19.55377,b540ace4-7859-4c8c-900c-fea7f6e04458,,,
,2021-09-01 10:12:53.986,,169.0,93.65,,2021-09-01 10:12:54.001,2021-09-01 10:12:54.001,,,,UTC+0000,im26HRLwRA,,,,com.qingniu.fitindex,19.415537,779e2156-3386-4ec5-98d9-8fc9e76d4a83,,,
,2021-09-07 10:31:07.829,,169.0,93.65,,2021-09-07 10:31:20.342,2021-09-07 10:31:20.342,,,,UTC+0000,im26HRLwRA,,,,com.qingniu.fitindex,,4cf2b9cb-cda1-47fc-aeee-31f48e4d8f6a,,,
,2021-09-10 10:20:48.293,,169.0,92.6,,2021-09-10 10:20:48.311,2021-09-10 10:20:48.311,,,,UTC+0000,im26HRLwRA,,,,com.qingniu.fitindex,19.150135,0d3b08c7-a4bb-47f7-8957-f343b1b0e8b5,,,
,2021-09-16 10:32:15.260,,169.0,91.85,,2021-09-16 10:32:17.180,2021-09-16 10:32:17.180,,,,UTC+0000,im26HRLwRA,,,,com.qingniu.fitindex,,361a5625-1f5c-4d27-9bb2-c84b7dc52487,,,
,2021-09-19 14:51:24.533,,169.0,90.75,,2021-09-19 14:51:24.539,2021-09-19 14:51:24.539,,,,UTC+0000,im26HRLwRA,,,,com.qingniu.fitindex,18.648508,0a210fe3-646f-40dd-af0b-0b059b80faa3,,,
,2021-09-23 10:43:25.716,,169.0,91.65,,2021-09-23 10:43:25.731,2021-09-23 10:43:25.731,,,,UTC+0000,im26HRLwRA,,,,com.qingniu.fitindex,18.896404,3bd05dfc-3732-4233-b3ca-24161d96d647,,,
